ticker,lists,score,c2,c3,volidx,close_16,close_17,chg1d_pct,c1_17,c4_17,c5_17,c6_17,clock_17,dist_grav_pct,four_17,c5_days_17,still_light_17
WFC,SubSector_R12,3,True,True,89.7,86.54,83.15,-3.92,False,False,False,False,5:26,-4.95,False,,False
NKTX,SubSector_R12+10MA_R20,3,True,False,54.1,2.88,2.95,2.43,True,False,True,False,4:55,7.26,False,0.0,True
CI,SubSector_R12,3,True,True,88.1,274.47,273.74,-0.27,False,False,False,True,4:57,-2.04,False,,False
LUMN,Combined_R22,3,True,False,61.9,6.46,6.38,-1.24,False,False,False,True,4:42,-1.4,False,,False
MEOH,Combined_R22,3,False,True,76.3,58.7,57.81,-1.52,True,False,False,True,4:20,-3.64,False,,False
SLDE,Combined_R22+10MA_R20,3,False,True,78.1,24.22,23.87,-1.45,True,False,False,True,4:02,-1.05,False,,False
UNM,Combined_R22+10MA_R20,3,False,True,88.5,93.56,93.32,-0.26,True,False,False,True,4:15,0.07,False,,False
TIGO,Combined_R22,3,True,True,80.6,95.11,94.38,-0.77,False,False,False,True,4:13,0.63,False,,False
ADM,SubSector_R12+10MA_R20,3,False,True,83.4,83.38,82.34,-1.25,True,False,False,True,3:59,-1.03,False,,False
REPX,10MA_R20,3,False,True,78.8,40.62,40.2,-1.03,True,False,False,True,3:57,-2.38,False,,False
PBR,Combined_R22,3,True,True,83.8,20.63,20.76,0.63,True,False,False,False,3:45,5.11,False,,False
AAPL,AI_R13+SubSector_R12,3,True,True,88.9,338.98,339.75,0.23,True,False,False,False,2:49,5.78,False,,False
FPI,10MA_R20,3,True,True,93.0,10.95,10.92,-0.27,True,False,False,False,2:49,4.43,False,,False
NI,SubSector_R12,3,True,True,93.7,40.52,39.88,-1.58,False,False,False,False,2:49,-3.48,False,,False
NXPI,SubSector_R12,3,True,True,78.0,232.41,237.57,2.22,True,False,False,False,2:49,4.13,False,,False
OHI,SubSector_R12+10MA_R20,3,True,True,92.3,46.83,46.47,-0.77,False,False,False,True,2:49,-0.54,False,,False
STAG,SubSector_R12,3,False,True,94.1,37.51,37.32,-0.51,True,False,False,True,2:49,0.45,False,,False
WMT,SubSector_R12,3,True,True,90.2,107.44,110.12,2.49,False,False,False,True,2:34,2.39,False,,False
ATRC,10MA_R20,3,True,True,77.2,58.32,58.83,0.87,True,False,False,False,12:17,9.29,False,,False
MAX,Combined_R22,2,False,False,65.9,10.79,9.98,-7.51,False,True,False,False,8:49,-20.19,False,1.0,False
VKTX,SubSector_R12,2,False,False,67.7,30.11,40.85,35.67,True,True,False,False,9:36,12.02,False,1.0,False
KALU,SubSector_R12,2,True,False,65.6,150.94,153.85,1.93,False,True,True,False,6:28,-5.39,False,1.0,True
ASPI,SubSector_R12,2,True,False,45.7,3.18,3.18,0.0,False,True,True,False,6:20,-17.12,False,1.0,True
CENX,SubSector_R12,2,True,False,61.9,39.1,39.4,0.77,False,True,True,False,6:17,-13.87,False,1.0,True
FSLR,SubSector_R12+RateHike_R2_迴避,2,True,False,68.5,199.84,200.78,0.47,False,True,False,True,9:33,-4.69,False,1.0,False
JBL,SubSector_R12+Combined_R22,2,True,False,71.8,303.67,308.98,1.75,False,False,False,True,10:55,-2.77,False,2.0,False
VOYA,Combined_R22,2,False,True,90.6,100.53,98.04,-2.48,False,False,False,True,5:00,-2.99,False,2.0,False
ETN,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_受惠,2,True,True,75.8,435.43,442.49,1.62,True,False,False,False,11:32,5.34,False,3.0,False
SNDK,AI_R13+SubSector_R12,2,True,False,41.6,1766.64,1887.04,6.82,True,False,False,False,10:51,15.24,False,3.0,False
POET,AI_R13+SubSector_R12,2,True,False,49.1,8.41,8.17,-2.85,False,False,False,True,10:49,-0.52,False,3.0,False
TER,AI_R13+SubSector_R12+Combined_R22,2,True,False,53.6,381.54,398.69,4.49,True,False,False,False,10:44,6.84,False,3.0,False
VECO,AI_R13,2,True,False,55.6,44.22,44.36,0.32,False,False,False,True,10:44,-3.79,False,3.0,False
MCHP,Combined_R22,2,True,False,72.4,74.78,75.82,1.39,False,False,False,True,10:36,1.47,False,3.0,False
TLN,AI_R13+SubSector_R12+Combined_R22,2,True,False,67.9,299.97,294.54,-1.81,False,False,False,False,10:12,-6.64,False,3.0,False
APD,AI_R13+SubSector_R12,2,False,True,89.8,279.46,287.86,3.01,False,True,True,False,8:49,-3.38,False,0.0,True
D,SubSector_R12,2,False,True,94.2,62.82,62.43,-0.62,False,True,False,False,8:49,-5.24,False,3.0,False
DNLI,SubSector_R12,2,False,False,73.1,20.47,21.6,5.52,False,True,False,False,8:49,-4.46,False,3.0,True
DTIL,SubSector_R12,2,False,False,60.3,6.5,7.19,10.62,False,True,False,False,8:49,-6.48,False,3.0,True
FDX,SubSector_R12+RateHike_R2_迴避,2,False,True,88.3,295.79,295.94,0.05,False,True,True,False,8:49,-8.24,False,0.0,True
PAAS,SubSector_R12,2,False,False,71.1,48.75,50.85,4.31,False,True,False,True,8:49,-0.39,False,3.0,True
RIG,SubSector_R12,2,False,False,70.3,5.45,5.49,0.73,False,True,False,False,7:43,-5.17,False,3.0,False
AA,SubSector_R12,2,True,False,71.0,44.64,44.71,0.16,False,True,True,False,7:17,-11.21,False,0.0,True
NVO,SubSector_R12,2,False,True,78.2,39.8,39.4,-1.01,False,True,False,False,6:57,-12.71,False,3.0,False
ATO,SubSector_R12,2,False,True,94.9,158.27,157.34,-0.59,False,True,False,False,6:22,-5.72,False,3.0,False
DUK,SubSector_R12,2,True,True,94.8,116.74,116.31,-0.37,False,True,False,False,6:21,-3.8,False,3.0,False
TSEM,AI_R13,2,True,False,51.4,233.82,236.61,1.19,False,False,False,True,12:06,5.43,False,4.0,False
CAMT,AI_R13,2,True,False,59.0,149.63,151.36,1.16,False,False,False,True,12:00,2.06,False,4.0,False
GEV,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_受惠,2,True,False,69.6,946.22,950.28,0.43,False,False,False,True,11:18,-0.04,False,4.0,False
AMRX,Combined_R22,2,False,True,76.9,20.16,19.5,-3.27,True,False,False,False,11:11,7.44,False,4.0,False
AEHR,AI_R13,2,True,False,31.1,96.93,100.6,3.79,False,False,False,True,11:07,1.84,False,4.0,False
CLF,SubSector_R12,2,False,False,63.9,12.07,12.53,3.81,True,False,False,False,10:39,4.85,False,4.0,False
MTSI,AI_R13,2,True,False,56.6,279.11,279.69,0.21,False,False,False,True,10:39,1.5,False,4.0,False
AAOI,SubSector_R12+Combined_R22,2,True,False,36.3,108.67,107.0,-1.54,False,False,False,False,10:41,-11.3,False,4.0,False
BIRK,Combined_R22,2,True,False,72.6,31.34,31.68,1.08,False,True,False,False,9:57,-12.06,False,4.0,False
ALLO,SubSector_R12,2,True,False,59.6,1.69,1.71,1.18,False,True,False,False,8:49,-12.82,False,4.0,True
AXON,Combined_R22,2,True,False,54.1,452.06,459.32,1.61,False,True,False,False,8:49,-15.64,False,4.0,True
RCUS,Combined_R22,2,True,False,69.1,25.95,26.87,3.55,False,True,False,True,8:49,-3.03,False,4.0,True
SBUX,SubSector_R12+Combined_R22,2,False,True,89.3,94.9,95.11,0.22,False,True,False,False,8:49,-8.04,False,4.0,True
BEAM,SubSector_R12,2,True,False,58.5,25.26,25.93,2.65,False,True,False,True,8:49,-3.8,False,4.0,True
OESX,10MA_R20,2,True,False,34.7,27.75,29.04,4.65,True,True,True,False,6:16,14.12,False,0.0,True
ALAB,AI_R13+Combined_R22,2,True,False,44.1,340.74,363.46,6.67,True,False,False,False,1:34,17.65,False,4.0,False
BRKR,Combined_R22,2,True,False,62.0,61.58,61.21,-0.6,True,False,False,False,12:00,5.35,False,5.0,False
CIEN,AI_R13+SubSector_R12+Combined_R22,2,True,False,50.2,365.96,368.56,0.71,False,False,False,True,12:12,-0.07,False,5.0,False
WKC,Combined_R22,2,False,True,87.4,35.59,35.84,0.7,False,False,False,True,11:13,0.24,False,5.0,False
ANET,AI_R13+SubSector_R12+Combined_R22,2,True,False,70.8,205.42,205.19,-0.11,True,False,False,False,11:13,4.38,False,5.0,False
DOW,SubSector_R12,2,False,True,79.2,28.27,28.2,-0.25,False,True,False,False,8:49,-7.47,False,5.0,False
PSX,SubSector_R12+RateHike_R2_受惠,2,False,True,83.1,261.75,256.78,-1.9,True,False,False,True,4:22,2.02,False,5.0,False
AMN,Combined_R22,2,True,False,71.4,34.24,34.54,0.88,False,False,False,True,12:12,1.46,False,6.0,False
CTKB,10MA_R20,2,True,False,73.8,5.28,5.71,8.14,True,False,False,False,11:53,14.14,False,6.0,False
TEM,Combined_R22,2,True,False,50.5,78.03,77.19,-1.08,True,False,False,False,11:05,14.26,False,6.0,False
FATE,SubSector_R12,2,True,False,55.2,2.53,2.58,1.98,False,False,False,True,10:57,2.09,False,6.0,False
LHX,SubSector_R12,2,True,True,87.6,246.93,239.89,-2.85,False,False,False,False,3:26,-9.43,False,6.0,False
ALOY,SubSector_R12,2,True,False,36.4,9.33,9.03,-3.22,False,True,False,False,8:49,-20.41,False,6.0,True
AMGN,SubSector_R12,2,False,True,85.4,393.16,410.24,4.34,False,True,False,True,8:49,0.09,False,6.0,True
CAG,SubSector_R12,2,False,True,84.6,14.86,14.78,-0.54,True,True,False,False,8:49,-4.95,False,6.0,True
CHWY,SubSector_R12,2,True,False,69.0,20.51,19.66,-4.14,False,True,False,False,8:49,-12.98,False,6.0,False
CL,SubSector_R12,2,False,True,92.4,86.26,87.05,0.92,False,True,True,True,8:49,-2.63,False,0.0,True
GIS,SubSector_R12,2,False,True,81.9,35.41,35.45,0.11,False,True,True,False,8:49,-8.29,False,0.0,True
IMO,Combined_R22,2,False,True,87.0,126.17,124.28,-1.5,False,True,False,False,8:49,-6.05,False,6.0,False
MAN,SubSector_R12,2,False,False,65.2,56.55,57.63,1.91,True,True,True,True,8:49,-2.47,True,0.0,True
MBX,Combined_R22,2,False,False,63.9,60.94,61.98,1.71,False,True,True,True,8:49,-2.9,False,0.0,True
NSC,SubSector_R12+Combined_R22,2,False,True,92.2,309.07,314.0,1.6,False,True,True,False,8:49,-6.03,False,0.0,True
RHI,SubSector_R12,2,True,False,66.5,36.96,37.58,1.68,False,True,False,False,8:49,-11.14,False,6.0,True
WM,SubSector_R12,2,False,True,92.5,207.04,207.68,0.31,False,True,False,False,8:49,-5.52,False,6.0,False
HG,Combined_R22,2,False,True,88.5,33.87,33.74,-0.38,False,True,False,False,8:17,-3.86,False,6.0,False
AFL,SubSector_R12,2,False,True,94.0,115.18,114.6,-0.5,False,False,False,True,12:02,-2.23,False,7.0,False
NUTX,10MA_R20,2,False,False,56.3,201.48,208.82,3.64,True,False,False,False,3:29,7.08,False,7.0,False
ZS,SubSector_R12+Combined_R22,2,True,False,64.7,207.13,210.18,1.47,True,False,False,False,11:28,13.68,False,7.0,False
HON,SubSector_R12,2,True,True,87.6,206.48,211.85,2.6,False,False,False,True,11:15,-1.34,False,7.0,False
W,SubSector_R12,2,True,False,62.0,104.95,107.35,2.29,True,False,False,False,10:44,5.03,False,7.0,False
A,SubSector_R12,2,False,True,86.9,161.94,167.26,3.29,True,False,False,False,10:31,8.24,False,7.0,False
PL,SubSector_R12,2,True,False,54.8,17.07,16.91,-0.94,False,False,False,False,10:15,-11.75,False,7.0,False
HD,SubSector_R12,2,False,True,90.0,297.2,305.35,2.74,False,True,False,False,8:49,-5.56,False,7.0,True
IP,SubSector_R12,2,False,True,76.3,35.33,35.71,1.08,False,True,False,False,9:18,-4.76,False,7.0,False
LNC,SubSector_R12,2,False,True,82.2,41.68,41.01,-1.61,False,True,False,False,8:49,-6.02,False,7.0,False
LOW,SubSector_R12,2,False,True,89.0,190.98,196.08,2.67,False,True,False,False,8:49,-5.01,False,7.0,True
MHK,SubSector_R12,2,False,True,77.1,117.27,121.23,3.38,False,True,False,False,8:49,-7.38,False,7.0,False
NCLH,SubSector_R12,2,True,False,73.6,14.24,14.22,-0.14,False,True,False,False,9:25,-12.65,False,7.0,False
PINS,SubSector_R12,2,True,False,70.9,19.36,18.39,-5.01,False,True,False,False,8:49,-12.27,False,7.0,True
SHOP,SubSector_R12,2,False,False,66.3,137.92,147.74,7.12,True,True,False,False,9:33,4.19,False,7.0,False
UPST,AI_R13,2,True,False,68.3,25.58,25.97,1.52,False,True,False,False,8:49,-8.03,False,7.0,True
LULU,SubSector_R12+Combined_R22,2,True,False,67.4,101.3,103.73,2.4,False,True,False,True,8:49,-4.54,False,7.0,True
TMUS,SubSector_R12,2,False,True,79.0,165.27,162.41,-1.73,False,True,False,False,8:43,-9.41,False,7.0,False
LAMR,SubSector_R12,2,True,True,93.5,146.08,145.13,-0.65,False,False,False,False,5:43,-3.81,False,7.0,False
PD,10MA_R20,2,True,False,71.6,14.46,14.48,0.14,True,False,False,False,4:48,7.87,False,7.0,False
ACI,SubSector_R12,2,False,False,73.3,12.12,12.07,-0.41,False,False,False,True,12:34,-1.99,False,7.0,False
HIW,SubSector_R12,2,False,True,90.5,31.08,30.75,-1.06,False,False,False,True,12:26,-0.69,False,8.0,False
TPR,Combined_R22,2,True,True,76.2,113.07,112.59,-0.42,False,False,False,False,11:14,-11.83,False,8.0,False
LCID,SubSector_R12,2,True,False,37.2,4.3,4.32,0.47,False,False,False,False,10:09,-13.17,False,8.0,False
CSX,SubSector_R12+Combined_R22,2,False,True,90.8,45.99,46.59,1.3,False,True,True,False,8:49,-5.9,False,0.0,True
UFPT,Combined_R22,2,True,False,74.1,281.69,285.2,1.25,False,True,False,False,8:49,-4.62,False,8.0,True
UNP,SubSector_R12+Combined_R22,2,False,True,90.8,269.63,274.41,1.77,False,True,True,False,8:49,-6.63,False,0.0,True
CRGY,10MA_R20_跌出,2,False,False,74.4,13.26,13.01,-1.89,True,False,False,False,5:44,-5.56,False,8.0,False
DKNG,SubSector_R12,2,True,False,66.2,21.97,21.8,-0.77,False,False,False,False,4:42,-10.89,False,8.0,False
FTNT,AI_R13+SubSector_R12+Combined_R22,2,True,False,73.6,175.23,174.26,-0.55,True,False,False,False,1:15,6.51,False,8.0,False
S,SubSector_R12,2,True,False,63.0,23.8,23.85,0.21,True,False,False,False,11:43,8.86,False,9.0,False
TRV,SubSector_R12+RateHike_R2_受惠,2,False,True,90.9,371.13,362.01,-2.46,False,False,False,True,3:26,-2.26,False,9.0,False
OXY,SubSector_R12+Combined_R22,2,False,True,83.9,57.25,56.31,-1.64,False,True,False,False,6:05,-6.28,False,9.0,False
CHRD,Combined_R22,2,False,True,77.9,139.43,135.89,-2.54,True,False,False,False,5:53,-7.01,False,9.0,False
TALO,10MA_R20_跌出,2,False,False,72.9,16.42,16.09,-2.01,True,False,False,False,5:40,-5.76,False,9.0,False
EOG,SubSector_R12+Combined_R22,2,False,True,84.4,141.38,139.52,-1.32,False,False,False,False,5:39,-4.82,False,9.0,False
SYY,SubSector_R12,2,True,True,91.3,78.43,78.67,0.31,False,False,True,False,5:07,-3.49,False,0.0,True
MATX,Combined_R22,2,False,True,86.2,234.72,226.78,-3.38,True,False,False,True,3:32,0.69,False,9.0,False
INSP,10MA_R20,2,True,False,66.7,75.72,71.3,-5.84,True,False,False,False,12:24,6.01,False,9.0,False
DDOG,SubSector_R12+Combined_R22,2,True,False,60.4,245.05,247.48,0.99,False,False,False,False,12:30,6.01,False,9.0,False
HPE,AI_R13+Combined_R22,2,True,False,57.7,61.75,61.03,-1.17,True,False,False,False,12:06,8.84,False,10.0,False
NTSK,10MA_R20,2,True,False,57.6,18.4,18.55,0.82,True,False,False,False,11:50,15.41,False,10.0,False
TSN,SubSector_R12,2,False,True,87.3,52.02,51.82,-0.38,False,False,False,False,10:16,-4.95,False,10.0,False
NET,AI_R13+Combined_R22,2,True,False,63.4,351.67,353.0,0.38,True,False,False,False,1:39,12.83,False,10.0,False
MRVL,AI_R13+SubSector_R12+Combined_R22,2,True,False,53.1,257.38,262.36,1.93,True,False,False,False,11:13,12.29,False,11.0,False
LPTH,AI_R13,2,True,False,36.2,10.2,10.15,-0.49,False,False,False,False,10:45,-12.09,False,11.0,False
GOLD,SubSector_R12,2,False,False,63.3,43.8,44.65,1.94,True,False,False,True,4:44,-1.07,False,11.0,False
COHR,AI_R13+SubSector_R12+Combined_R22,2,True,False,44.4,321.52,310.39,-3.46,False,False,False,True,2:49,2.07,False,11.0,False
OBIO,10MA_R20,2,True,False,57.0,6.25,6.22,-0.48,True,False,False,False,1:21,12.03,False,11.0,False
ADI,SubSector_R12,2,True,True,82.4,383.0,390.37,1.92,True,False,False,False,12:18,4.93,False,12.0,False
SYRE,Combined_R22,2,True,False,66.4,92.03,91.97,-0.07,False,False,False,True,11:17,-2.49,False,12.0,False
RGTI,SubSector_R12,2,True,False,54.3,16.53,16.52,-0.06,False,False,False,True,10:59,0.6,False,12.0,False
QBTS,SubSector_R12,2,True,False,50.9,17.7,17.56,-0.79,False,False,False,True,10:25,-3.21,False,12.0,False
KTOS,SubSector_R12,2,True,False,64.4,48.59,46.97,-3.33,False,False,False,False,10:03,-12.02,False,12.0,False
CLS,Combined_R22,2,True,False,54.4,344.4,356.09,3.39,True,False,False,False,2:49,9.99,False,12.0,False
FLEX,SubSector_R12,2,True,False,61.7,111.61,114.45,2.54,False,False,False,True,2:49,1.36,False,12.0,False
DAL,SubSector_R12,2,False,True,85.6,82.5,83.92,1.72,False,False,False,True,12:24,2.95,False,13.0,False
UAL,SubSector_R12,2,False,True,79.9,114.39,115.21,0.72,False,False,False,True,12:22,2.28,False,13.0,False
AAL,SubSector_R12,2,False,True,78.0,13.57,13.61,0.29,False,False,False,True,12:04,0.62,False,13.0,False
VSAT,Combined_R22,2,True,False,55.5,76.38,74.99,-1.82,False,False,False,True,12:06,0.15,False,13.0,False
CGNX,Combined_R22,2,True,False,74.0,61.99,58.97,-4.87,False,False,False,False,12:00,-4.35,False,13.0,False
IESC,10MA_R20,2,True,False,50.0,321.69,321.07,-0.19,False,False,False,True,11:46,-5.17,False,13.0,False
RKLB,SubSector_R12+RateHike_R2_受惠,2,True,False,55.4,69.89,71.98,2.99,False,False,False,True,11:16,3.9,False,13.0,False
CBRS,Combined_R22,2,True,False,42.5,208.49,212.41,1.88,False,False,False,True,11:18,2.25,False,13.0,False
APLD,AI_R13+Combined_R22,2,True,False,49.5,28.19,28.54,1.24,False,False,False,True,11:05,3.95,False,13.0,False
ASTS,SubSector_R12+RateHike_R2_受惠,2,True,False,46.5,61.89,63.69,2.91,False,False,False,True,11:01,-0.15,False,13.0,False
ONDS,SubSector_R12,2,True,False,54.2,7.38,7.72,4.61,False,False,False,False,10:09,-5.83,False,13.0,False
ZION,SubSector_R12+RateHike_R2_迴避,2,True,True,90.1,64.98,63.65,-2.05,False,False,False,False,5:18,-6.91,False,13.0,False
JBHT,SubSector_R12,2,True,True,75.7,236.17,237.41,0.53,False,False,True,False,5:15,-9.1,False,0.0,True
OSCR,SubSector_R12,2,False,False,59.9,31.29,30.67,-1.98,True,False,False,True,4:37,-2.54,False,13.0,False
NWBI,Combined_R22,2,False,True,94.7,15.3,15.21,-0.59,False,False,False,True,4:16,-1.53,False,13.0,False
BRK-A,10MA_R20,2,False,True,96.2,752180.0,755649.0,0.46,False,False,False,True,4:03,-0.74,False,13.0,False
WSFS,Combined_R22,2,False,True,93.8,77.79,76.89,-1.16,False,False,False,False,3:49,-3.2,False,13.0,False
AMKR,AI_R13,2,True,False,49.8,52.19,54.59,4.6,True,False,False,False,2:49,7.26,False,13.0,False
DELL,AI_R13+SubSector_R12+Combined_R22,2,True,False,55.0,575.31,548.92,-4.59,True,False,False,False,2:49,7.95,False,13.0,False
IREN,AI_R13+SubSector_R12+Combined_R22,2,True,False,44.0,47.23,48.55,2.79,True,False,False,False,2:49,12.39,False,13.0,False
SNX,Combined_R22,2,False,True,82.9,279.59,283.25,1.31,True,False,False,False,2:49,7.74,False,13.0,False
SYM,AI_R13+SubSector_R12,2,True,False,66.7,43.96,45.07,2.53,True,False,False,False,2:49,7.03,False,13.0,False
PRIM,SubSector_R12,2,True,False,68.5,76.91,76.32,-0.77,False,False,False,True,2:11,-0.72,False,13.0,False
HST,Combined_R22,2,False,True,90.6,22.31,22.28,-0.13,False,False,False,True,1:36,-0.64,False,13.0,False
MTZ,SubSector_R12,2,True,False,54.0,222.9,221.69,-0.54,False,False,False,False,10:05,-12.11,False,14.0,False
HPQ,10MA_R20,2,False,False,66.9,32.95,32.04,-2.76,True,False,False,True,3:55,1.59,False,14.0,False
NXT,SubSector_R12,2,True,False,61.0,83.15,82.52,-0.76,False,False,False,True,2:49,-5.07,False,14.0,False
SWKS,10MA_R20,2,True,False,61.7,88.74,89.96,1.37,True,False,False,False,2:49,14.71,False,,False
PWR,AI_R13+SubSector_R12+Combined_R22,2,True,False,73.5,642.61,642.63,0.0,False,False,False,True,2:04,0.16,False,,False
TSLA,AI_R13+SubSector_R12+Combined_R22+10MA_R20,2,True,False,72.7,375.3,378.9,0.96,True,False,False,False,11:32,5.87,False,,False
ASX,AI_R13,2,True,False,66.3,43.73,45.2,3.36,True,False,False,False,10:42,14.38,False,,False
SBAC,SubSector_R12,2,False,True,85.0,176.28,175.84,-0.25,False,True,False,False,7:58,-4.73,False,,False
FRT,SubSector_R12,2,False,True,95.1,110.63,110.46,-0.15,False,True,True,False,7:48,-4.48,False,0.0,True
AMR,SubSector_R12,2,True,False,59.8,175.49,188.57,7.45,True,True,True,True,6:00,-5.71,True,0.0,True
BG,SubSector_R12,2,False,True,77.0,112.61,110.0,-2.32,False,False,False,False,5:39,-6.44,False,,False
CVS,SubSector_R12,2,True,True,87.7,87.6,87.1,-0.57,False,False,False,False,5:17,-7.23,False,,False
LEA,SubSector_R12,2,True,True,81.6,120.22,122.4,1.81,True,False,True,True,5:01,-2.15,False,0.0,True
IBM,SubSector_R12+10MA_R20,2,True,False,70.4,231.93,231.38,-0.24,False,False,False,True,4:08,-1.78,False,,False
DOCU,10MA_R20,2,True,False,71.3,68.57,66.76,-2.64,True,False,False,True,4:27,2.29,False,,False
MPC,SubSector_R12+RateHike_R2_受惠,2,False,True,80.4,402.38,389.68,-3.16,True,False,False,True,4:05,1.61,False,,False
AESI,10MA_R20,2,False,False,60.7,13.27,12.0,-9.57,False,False,False,False,4:03,-8.18,False,,False
BRK-B,10MA_R20,2,False,True,95.9,502.01,503.49,0.29,False,False,False,True,4:03,-0.68,False,,False
STLD,SubSector_R12+RateHike_R2_受惠,2,True,True,77.6,229.99,233.99,1.74,False,False,False,True,4:03,-2.09,False,,False
RDVT,10MA_R20,2,True,False,75.0,75.5,73.41,-2.77,True,False,False,True,4:01,0.81,False,,False
PARR,Combined_R22,2,False,False,60.2,82.0,79.11,-3.52,True,False,False,True,3:41,-1.61,False,,False
APTV,SubSector_R12,2,True,True,75.6,43.57,44.61,2.39,False,False,False,True,2:49,-2.89,False,,False
BE,AI_R13+Combined_R22,2,True,False,41.9,272.89,276.53,1.33,True,False,False,False,2:49,11.49,False,,False
EBAY,SubSector_R12,2,False,True,82.5,108.3,109.28,0.9,True,False,False,True,2:49,2.73,False,,False
GFS,AI_R13+SubSector_R12,2,True,False,65.6,48.57,47.95,-1.28,False,False,False,True,2:49,1.7,False,,False
HSHP,Combined_R22,2,False,True,78.1,18.86,18.14,-3.82,True,False,False,False,2:49,3.61,False,,False
INTG,10MA_R20,2,True,False,59.4,38.04,37.22,-2.16,True,False,False,True,2:49,4.71,False,,False
IPGP,AI_R13,2,True,False,65.3,77.75,78.2,0.58,False,False,False,True,2:49,0.48,False,,False
MARA,SubSector_R12,2,True,False,46.2,13.28,13.63,2.64,True,False,False,False,2:49,17.99,False,,False
META,AI_R13+SubSector_R12+Combined_R22+10MA_R20,2,False,True,75.3,741.25,736.6,-0.63,True,False,False,False,2:49,15.32,False,,False
MYGN,10MA_R20,2,True,False,38.8,4.01,4.02,0.25,True,False,False,False,2:49,14.86,False,,False
NATH,10MA_R20,2,False,True,96.8,97.48,96.92,-0.57,False,False,False,True,3:30,-0.95,False,,False
ON,SubSector_R12,2,True,False,57.7,71.72,73.6,2.62,False,False,False,True,2:49,-0.05,False,,False
PLTK,SubSector_R12,2,True,False,55.9,2.31,2.32,0.43,False,False,False,True,2:49,-1.45,False,,False
RBLX,SubSector_R12,2,True,False,57.2,51.25,49.87,-2.69,True,False,False,False,2:49,16.23,False,,False
RDDT,SubSector_R12+Combined_R22,2,True,False,56.3,158.73,155.67,-1.93,False,False,False,True,2:49,-2.68,False,,False
RIOT,SubSector_R12,2,True,False,47.0,24.18,24.93,3.1,True,False,False,False,2:49,16.51,False,,False
RUN,SubSector_R12,2,True,False,62.3,8.79,8.79,0.0,False,False,False,True,2:49,-3.22,False,,False
TDOC,SubSector_R12,2,True,False,60.6,6.27,6.35,1.28,False,False,False,True,2:49,-1.35,False,,False
UMC,SubSector_R12,2,True,False,66.0,25.43,25.77,1.34,True,False,False,False,2:49,18.43,False,,False
VLO,SubSector_R12+RateHike_R2_受惠,2,False,True,80.2,393.27,377.14,-4.1,True,False,False,True,3:47,1.18,False,,False
WTTR,Combined_R22,2,True,False,71.1,20.6,20.27,-1.6,False,False,False,True,2:49,-0.01,False,,False
XRX,10MA_R20,2,False,False,52.2,3.33,3.49,4.8,True,False,False,False,2:49,7.66,False,,False
NJR,SubSector_R12,2,False,True,92.8,52.92,52.72,-0.38,False,False,False,True,2:49,-2.33,False,,False
CNXN,10MA_R20,2,False,True,87.4,85.9,86.84,1.09,True,False,False,False,2:28,5.25,False,,False
FEIM,10MA_R20,2,True,False,45.4,89.0,85.05,-4.44,True,False,False,False,2:14,11.71,False,,False
AVAV,SubSector_R12,2,True,False,56.1,160.9,156.15,-2.95,False,False,False,True,1:48,0.5,False,,False
CRWD,AI_R13+SubSector_R12+Combined_R22+10MA_R20,2,True,False,59.2,249.35,250.06,0.28,True,False,False,False,12:47,11.99,False,,False
HMY,Combined_R22,1,False,False,67.1,19.0,19.82,4.32,False,True,True,True,8:49,-3.17,False,0.0,True
RAPP,Combined_R22,1,False,False,65.1,39.66,41.47,4.56,False,True,True,False,8:49,-9.96,False,0.0,True
VAL,SubSector_R12,1,False,False,72.1,81.79,82.72,1.14,False,True,True,True,7:59,-3.87,False,0.0,True
UPS,SubSector_R12+RateHike_R2_迴避,1,False,True,87.4,94.75,95.87,1.18,False,False,False,False,5:28,-6.33,False,3.0,False
FN,AI_R13+Combined_R22,1,True,False,52.4,401.57,403.8,0.56,False,False,False,False,11:37,-10.69,False,4.0,False
QUBT,SubSector_R12,1,True,False,63.5,8.96,9.08,1.34,False,False,False,False,11:01,6.78,False,4.0,False
LWLG,AI_R13,1,True,False,43.2,5.48,5.52,0.73,False,False,False,False,10:48,-7.39,False,4.0,False
AXTI,AI_R13+Combined_R22,1,True,False,29.6,79.93,77.79,-2.68,False,False,False,True,10:36,9.04,False,4.0,False
TGTX,Combined_R22,1,False,False,72.8,57.16,58.11,1.66,True,False,False,False,10:34,6.8,False,4.0,False
EE,SubSector_R12,1,False,False,72.8,33.92,34.46,1.59,False,True,False,False,7:37,-9.29,False,4.0,False
LQDA,Combined_R22,1,True,False,65.3,66.43,68.64,3.33,False,False,False,False,11:42,-4.88,False,5.0,False
RS,SubSector_R12+RateHike_R2_受惠,1,False,True,84.8,384.65,386.95,0.6,False,False,False,True,4:05,-2.59,False,5.0,False
ILMN,SubSector_R12,1,False,False,72.4,238.82,247.46,3.62,True,False,False,False,11:46,8.58,False,6.0,False
NEO,Combined_R22,1,False,False,71.3,19.41,18.89,-2.68,True,False,False,False,11:38,5.43,False,6.0,False
TWLO,10MA_R20,1,False,False,66.0,266.06,284.53,6.94,True,False,False,False,11:28,15.64,False,6.0,False
CLDX,Combined_R22,1,False,False,72.9,37.89,33.51,-11.56,False,True,False,False,8:49,-13.09,False,6.0,False
