ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,data_warn,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
DJCO,2026-09-24,655.01,25.04,True,630.75,2.887,0.66,True,80.0,0.19,79.8,True,3.82,1.92,67.7,7.0,A 待突破,False,4:27,133.6,跌,24.0,3,False,,-1.7439,-0.8526,-5.5517,False,True,3.7,0.97,651.53,0.53,0.14,42.5,,OHLC,—,HH/HL,自然反彈,True,268,4,DJCO,MP_R21
INSW,2026-09-24,104.85,4.03,True,103.38,0.453,0.79,True,77.0,0.08,77.0,True,3.84,2.46,70.6,-0.3,B 上升結構,False,4:26,133.0,跌,24.0,3,False,,-0.5786,-0.4685,-0.6627,False,True,1.4,0.36,102.14,2.58,0.67,83.7,,OHLC,↑,HH/HL,自然反彈,False,268,4,INSW,Combined_R22
EQH,2026-09-24,52.61,1.22,True,52.16,0.026,0.4,True,87.4,0.27,87.2,True,2.32,1.96,58.4,-5.9,B 上升結構,False,4:20,130.0,跌,22.0,3,False,,-0.1704,-0.1289,-0.5039,False,True,0.86,0.37,52.04,1.08,0.47,169.5,,OHLC,↑,HH/HL,自然回檔,False,268,4,EQH,SubSector_R12
MO,2026-09-24,68.88,1.44,True,68.05,0.137,0.32,True,88.8,0.14,88.7,True,2.09,1.91,41.2,-0.6,C 基底修復,False,4:09,124.7,跌,19.0,2,False,,-0.0283,-0.007,-0.7315,False,True,1.21,0.58,67.89,1.44,0.69,572.1,,OHLC,—,HH/HL,自然回檔,True,268,4,MO,SubSector_R12
HSHP,2026-09-24,18.03,0.63,True,17.7,0.145,0.97,True,77.7,0.2,77.5,True,3.47,2.7,66.1,1.6,B 上升結構,False,4:03,121.6,跌,18.0,2,False,,-0.09,-0.0444,-0.09,False,True,1.82,0.52,17.95,0.44,0.13,9.0,,OHLC,↑,HH/HL,自然回檔,False,268,4,HSHP,Combined_R22
OHI,2026-09-24,46.33,0.89,True,46.75,0.023,-0.12,True,92.5,0.15,92.3,True,1.91,1.26,29.3,-0.3,D 趨勢弱,False,3:56,118.0,跌,16.0,2,False,,-0.0178,-0.0032,-0.6424,False,True,-0.9,-0.47,,,,95.9,,OHLC,—,HH/HL,自然回檔,True,268,4,OHI,SubSector_R12
BBY,2026-09-24,91.0,3.27,True,87.86,0.173,0.49,True,79.4,0.36,79.0,True,3.59,2.27,63.3,-2.3,B 上升結構,False,3:43,111.5,跌,12.0,1,False,,-0.0368,0.1698,-1.1105,False,True,3.45,0.96,92.45,-1.59,-0.44,383.5,,OHLC,↑,HH/HL,自然回檔,False,268,4,BBY,SubSector_R12
STAG,2026-09-24,37.29,0.57,True,37.17,0.009,0.15,True,94.0,0.17,93.9,True,1.53,1.25,24.0,-8.8,D 趨勢弱,False,2:49,84.6,升,159.0,22,False,,0.0356,0.033,,False,True,0.33,0.21,37.7,-1.1,-0.72,57.7,,OHLC,—,LH/LL,DT,True,268,4,STAG,SubSector_R12
AXGN,2026-09-24,43.32,2.24,False,46.2,-0.134,-0.19,True,65.5,0.88,64.6,False,5.17,3.35,43.0,-1.8,D 趨勢弱,True,8:49,264.6,跌,131.0,17,True,0.0,-0.3548,-0.3558,-1.1182,True,False,-6.64,-1.28,45.44,-4.89,-0.95,56.4,,OHLC,↓,LH/LL,自然回檔,False,268,3,AXGN,Combined_R22
CHTR,2026-09-24,117.55,6.77,False,141.92,-1.195,-1.03,True,62.2,1.31,60.9,False,5.76,3.42,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,225.0,27,True,0.0,-3.1783,-3.355,-3.355,True,False,-20.73,-3.6,148.34,-26.19,-4.55,409.3,,OHLC,↓,LH/LL,DT,False,268,3,CHTR,SubSector_R12
NB,2026-09-24,3.54,0.23,False,4.18,-0.07,-1.58,True,53.6,1.39,52.2,False,6.37,4.7,10.0,0.0,D 趨勢弱,True,8:49,264.6,跌,245.0,26,True,0.0,-0.0047,-0.008,-0.0777,True,False,-17.99,-2.83,3.73,-5.37,-0.84,9.2,,OHLC,—,LH/LL,自然回檔,True,268,3,NB,SubSector_R12
PKE,2026-09-24,29.66,1.26,False,32.31,-0.32,-1.12,True,74.0,0.41,73.6,False,4.26,2.62,23.6,1.4,C 基底修復,True,8:49,264.6,跌,209.0,26,True,0.0,-0.0466,-0.0554,-0.5983,True,False,-8.93,-2.1,31.76,-7.08,-1.66,8.1,,OHLC,↓,LH/LL,DT,False,268,3,PKE,Combined_R22
RCL,2026-09-24,238.98,9.88,False,261.5,-2.795,-1.9,False,77.3,-0.07,77.4,True,4.13,2.11,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,294.0,32,True,0.0,-1.305,-1.783,-4.1654,True,False,-9.42,-2.28,258.2,-8.04,-1.95,710.8,,OHLC,↓,LH/LL,自然反彈,False,268,3,RCL,SubSector_R12
SLG,2026-09-24,50.88,1.75,False,54.68,-0.22,-0.48,False,80.9,-0.0,80.9,True,3.43,2.15,32.5,2.1,D 趨勢弱,True,8:49,264.6,跌,241.0,19,True,0.0,-0.2957,-0.3163,-0.8307,True,False,-7.47,-2.18,52.94,-4.05,-1.18,43.3,,OHLC,—,LH/LL,DT,True,268,3,SLG,SubSector_R12
SOFI,2026-09-24,16.8,0.72,False,17.79,-0.049,-0.35,True,69.9,0.45,69.4,False,4.31,3.35,13.7,-2.0,D 趨勢弱,True,8:49,264.6,跌,164.0,18,True,0.0,-0.0866,-0.1025,-0.2562,True,False,-5.87,-1.36,17.16,-2.14,-0.5,775.4,,OHLC,—,LH/LL,DT,True,268,3,SOFI,SubSector_R12
TRVI,2026-09-24,14.68,0.73,False,16.68,-0.113,-0.81,True,64.3,0.35,64.0,False,4.96,3.79,33.3,-0.8,D 趨勢弱,True,8:49,264.6,跌,163.0,25,True,0.0,-0.1153,-0.1377,-0.2396,True,False,-13.69,-2.76,15.24,-3.85,-0.78,24.5,,OHLC,↓,LH/LL,DT,False,268,3,TRVI,Combined_R22
UPST,2026-09-24,24.64,1.29,False,27.65,-0.192,-0.75,True,66.9,0.58,66.3,False,5.22,3.02,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,158.0,18,True,0.0,-0.0688,-0.0831,-0.4948,True,False,-12.23,-2.34,25.97,-5.4,-1.03,113.6,,OHLC,—,LH/LL,DT,True,268,3,UPST,AI_R13
CXW,2026-09-24,34.36,1.57,False,33.75,-0.003,0.06,False,72.4,-0.33,72.7,False,4.58,2.6,70.5,15.4,B 上升結構,True,6:33,196.7,跌,59.0,4,True,0.0,-0.2764,-0.3934,-0.4532,True,True,1.78,0.39,34.23,0.38,0.08,68.0,,OHLC,↑,HH/HL,UT,False,268,3,CXW,Combined_R22
AVTR,2026-09-24,15.38,0.49,True,14.81,0.04,0.63,False,77.6,-0.17,77.8,True,3.16,3.03,69.1,4.9,A 待突破,False,5:56,177.8,跌,49.0,5,True,0.0,-0.0984,-0.1166,-0.117,True,False,3.71,1.18,14.81,3.71,1.17,131.7,,OHLC,↑,HH/HL,自然反彈,False,268,3,AVTR,MP_R21_差一項
SYY,2026-09-24,78.19,1.72,False,80.83,-0.316,-0.72,True,91.2,0.12,91.1,True,2.2,1.26,20.1,2.4,D 趨勢弱,False,5:49,174.7,跌,47.0,8,True,0.0,-0.3262,-0.3801,-0.4065,True,False,-3.37,-1.53,83.54,-6.84,-3.11,345.7,,OHLC,↓,LH/LL,DT,False,268,3,SYY,SubSector_R12
TLYS,2026-09-24,4.24,0.34,False,4.51,-0.002,-0.07,True,47.8,2.48,45.3,False,7.99,4.51,43.7,-1.3,C 基底修復,False,4:06,123.2,跌,18.0,4,True,0.0,-0.0264,-0.0276,-0.0276,True,True,-6.27,-0.78,3.93,7.31,0.91,6.4,,OHLC,↑,HH/HL,次級反彈,False,187,3,TLYS,MP_R21_差一項
LMT,2026-09-24,523.7,12.5,False,549.83,-2.181,-0.92,True,86.8,0.36,86.4,True,2.39,2.04,11.3,0.8,D 趨勢弱,False,4:01,120.3,跌,17.0,3,True,0.0,-0.2703,-0.2778,-7.4496,True,False,-4.99,-2.09,536.15,-2.38,-1.0,617.7,,OHLC,—,LH/LL,DT,True,268,3,LMT,SubSector_R12+Combined_R22
AFRM,2026-09-24,71.57,3.71,False,74.63,-0.177,-0.23,True,66.7,0.64,66.1,False,5.19,3.08,41.9,5.7,C 基底修復,False,3:59,119.7,跌,16.0,2,True,0.0,-0.0224,-0.1583,-1.4851,True,True,-4.28,-0.82,71.77,-0.28,-0.05,476.1,,OHLC,—,LH/LL,自然反彈,True,268,3,AFRM,SubSector_R12
VNO,2026-09-24,34.38,1.04,False,36.5,-0.155,-0.83,True,84.7,0.25,84.5,True,3.03,1.79,32.6,-0.6,D 趨勢弱,False,3:44,111.8,跌,12.0,2,True,0.0,-0.0007,-0.0021,-0.4075,True,False,-6.17,-2.04,35.44,-3.08,-1.02,46.6,,OHLC,—,LH/LL,DT,True,268,3,VNO,SubSector_R12
ADBE,2026-09-24,238.93,9.78,False,262.59,-0.439,-0.37,True,72.6,0.25,72.3,False,4.09,3.05,2.4,0.1,D 趨勢弱,True,8:49,264.6,跌,308.0,15,True,1.0,-3.4698,-3.6442,-5.1951,True,False,-9.9,-2.42,254.67,-6.59,-1.61,1498.3,,OHLC,↓,LH/LL,DT,False,268,3,ADBE,AI_R13+SubSector_R12
MORN,2026-09-24,196.41,7.12,True,206.65,0.03,-0.0,False,78.3,-0.69,79.0,True,3.63,2.44,35.8,-11.4,C 基底修復,True,8:49,264.6,跌,161.0,19,False,1.0,-1.3054,-1.2732,-3.9737,False,False,-5.22,-1.44,203.83,-3.78,-1.04,65.8,,OHLC,↓,LH/LL,次級反彈,False,268,3,MORN,MP_R21_差一項
PEGA,2026-09-24,34.23,1.44,True,35.48,0.062,0.18,False,69.0,-0.96,70.0,False,4.21,3.61,39.3,1.9,D 趨勢弱,True,8:49,264.6,跌,108.0,7,False,1.0,-0.4336,-0.3869,-0.4336,False,True,-3.64,-0.86,38.83,-13.44,-3.19,88.8,,OHLC,↓,LH/LL,DT,False,268,3,PEGA,MP_R21_差一項
TEAM,2026-09-24,192.61,8.5,True,180.44,1.108,1.62,True,58.4,0.17,58.3,False,4.41,5.56,65.7,-1.7,E 延伸,True,8:49,264.6,跌,126.0,14,False,1.0,-1.8578,-1.7989,-3.2948,False,False,6.32,1.43,198.47,-3.04,-0.69,679.9,,OHLC,—,LH/LL,自然反彈,False,268,3,TEAM,SubSector_R12
TPB,2026-09-24,60.12,3.31,False,72.81,-0.994,-2.62,True,65.6,0.17,65.4,False,5.51,2.98,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,173.0,20,True,1.0,-1.281,-1.3738,-1.3882,True,False,-21.11,-3.83,88.26,-46.81,-8.5,25.7,,OHLC,↓,LH/LL,DT,False,268,3,TPB,SubSector_R12
RIG,2026-09-24,5.43,0.23,False,5.76,-0.008,-0.02,True,72.4,0.52,71.9,False,4.31,2.86,19.8,-1.2,C 基底修復,True,8:34,257.1,跌,93.0,13,True,1.0,-0.0501,-0.0504,-0.0562,True,False,-6.02,-1.4,5.94,-9.39,-2.18,252.8,,OHLC,↓,LH/LL,DT,False,268,3,RIG,SubSector_R12
WMB,2026-09-24,70.58,1.85,False,73.14,-0.048,-0.07,True,87.6,0.27,87.4,True,2.62,1.62,29.1,-11.2,C 基底修復,True,7:11,215.6,跌,70.0,10,False,1.0,-0.3007,-0.2953,-0.5386,False,False,-3.63,-1.39,73.36,-3.94,-1.51,593.1,,OHLC,—,HH/HL,DT,True,268,3,WMB,SubSector_R12
DE,2026-09-24,694.94,17.2,True,659.9,1.969,0.73,False,86.1,-0.4,86.5,True,2.47,2.07,57.4,-2.7,E 延伸,True,9:56,298.0,升,16.0,2,False,2.0,0.1462,0.7411,,False,False,5.04,2.04,669.47,3.67,1.48,925.3,,OHLC,↑,HH/HL,自然回檔,False,268,3,DE,SubSector_R12
EHC,2026-09-24,122.01,2.74,False,121.85,-0.074,-0.23,False,88.0,-0.15,88.1,True,2.24,1.93,65.7,-1.0,A 待突破,True,8:49,264.6,跌,175.0,26,False,2.0,-0.24,-0.2212,-0.7783,False,True,0.13,0.06,120.07,1.59,0.71,100.9,,OHLC,—,HH/HL,UT,True,268,3,EHC,SubSector_R12
HL,2026-09-24,17.94,1.01,True,19.39,0.003,0.2,True,60.0,0.31,59.7,False,5.62,4.02,11.8,-14.4,D 趨勢弱,True,8:49,264.6,跌,170.0,17,False,2.0,-0.3181,-0.311,-0.4361,False,False,-8.1,-1.44,18.96,-5.69,-1.01,694.7,,OHLC,↓,LH/LL,DT,False,268,3,HL,SubSector_R12
MOS,2026-09-24,23.69,1.09,True,24.28,0.02,0.15,False,73.7,-0.47,74.2,False,4.59,2.34,22.6,-0.8,D 趨勢弱,True,8:49,264.6,跌,122.0,7,False,2.0,-0.258,-0.212,-0.258,False,True,-2.47,-0.54,24.73,-4.39,-0.96,203.7,,OHLC,↓,LH/LL,DT,False,268,3,MOS,SubSector_R12
TDW,2026-09-24,86.82,3.37,False,92.17,-0.086,0.04,True,70.8,0.7,70.1,False,3.88,3.59,53.8,12.1,B 上升結構,True,8:49,264.6,跌,195.0,21,True,2.0,-1.1076,-1.2613,-1.4465,True,False,-6.16,-1.59,84.87,2.25,0.58,55.7,,OHLC,—,HH/HL,DT,False,268,3,TDW,SubSector_R12
VAL,2026-09-24,81.79,3.44,False,85.67,-0.125,-0.05,True,73.7,0.45,73.2,False,4.21,2.73,36.6,-1.1,C 基底修復,True,8:49,264.6,跌,98.0,13,True,2.0,-0.5978,-0.6058,-0.844,True,False,-4.74,-1.13,88.23,-7.87,-1.87,111.9,,OHLC,—,LH/LL,DT,True,268,3,VAL,SubSector_R12
BTU,2026-09-24,25.68,1.26,True,27.29,0.015,0.15,False,67.2,-1.31,68.5,False,4.91,3.26,19.3,-1.8,D 趨勢弱,True,8:21,250.5,跌,89.0,11,True,2.0,-0.4232,-0.4281,-0.5713,True,False,-6.26,-1.28,26.79,-4.32,-0.88,74.0,,OHLC,↓,LH/LL,自然回檔,False,268,3,BTU,SubSector_R12
BIIB,2026-09-24,226.36,5.73,True,218.11,0.717,0.6,True,84.6,0.16,84.4,True,2.53,2.33,72.3,0.7,A 待突破,False,11:15,337.5,升,38.0,3,False,3.0,0.6878,0.5281,,False,False,3.64,1.44,216.04,4.56,1.8,200.3,,OHLC,↑,HH/HL,UT,False,268,3,BIIB,SubSector_R12
APH,2026-09-24,83.08,2.81,False,80.38,-0.08,-0.25,True,78.5,0.4,78.1,True,3.39,2.64,61.0,1.7,A 待突破,False,10:16,308.2,升,21.0,3,False,3.0,0.3186,0.1879,,False,True,3.25,0.96,80.25,3.41,1.01,970.7,,OHLC,↑,HH/HL,UT,False,268,3,APH,AI_R13+SubSector_R12
NVR,2026-09-24,6235.49,138.61,False,6274.67,-2.547,-0.17,True,89.2,0.21,89.0,True,2.22,1.69,12.7,-0.7,D 趨勢弱,False,10:10,304.8,升,19.0,3,False,3.0,7.0135,7.0352,,False,True,-0.63,-0.28,6150.47,1.36,0.61,261.5,,OHLC,—,HH/HL,自然反彈,True,268,3,NVR,SubSector_R12
AMS,2026-09-24,1.46,0.06,False,1.49,-0.004,-0.14,True,75.7,0.73,75.0,True,3.84,2.71,24.3,0.7,D 趨勢弱,False,10:07,303.5,升,19.0,3,False,3.0,0.0028,0.002,,False,True,-2.29,-0.6,1.5,-2.74,-0.71,0.0,,OHLC,—,LH/LL,次級反彈,True,268,3,AMS,AI_R13
H,2026-09-24,159.03,4.55,False,166.9,-0.763,-0.8,True,85.5,0.21,85.3,True,2.86,1.81,15.1,3.2,D 趨勢弱,True,9:42,290.9,升,12.0,1,False,3.0,0.2632,-0.0083,,False,False,-4.95,-1.73,163.71,-2.94,-1.03,127.4,,OHLC,—,LH/LL,自然反彈,True,268,3,H,Combined_R22
XHLD,2026-09-24,12.7,1.37,True,9.54,0.887,3.14,True,14.1,0.74,13.3,False,10.78,20.32,75.0,2.2,E 延伸,True,9:37,288.5,升,10.0,1,False,3.0,0.0342,-0.0431,,False,False,24.91,2.31,9.23,27.32,2.53,39.0,,OHLC,↑,HH/HL,UT,False,268,3,XHLD,MP_R21_差一項
CARR,2026-09-24,54.87,1.71,False,57.5,-0.233,-1.07,True,83.2,0.58,82.6,True,3.11,2.02,8.8,1.9,D 趨勢弱,True,9:35,287.6,升,10.0,2,False,3.0,0.0566,0.0076,,False,False,-4.8,-1.54,59.71,-8.82,-2.84,390.3,,OHLC,↓,LH/LL,自然反彈,False,268,3,CARR,SubSector_R12
NKE,2026-09-24,35.99,0.98,False,38.02,-0.173,-0.97,True,85.5,0.38,85.2,True,2.73,1.94,6.2,2.7,D 趨勢弱,True,9:26,283.2,升,7.0,1,False,3.0,0.0282,-0.0037,,False,False,-5.63,-2.06,37.04,-2.92,-1.07,1197.8,,OHLC,—,LH/LL,DT,True,268,3,NKE,SubSector_R12+Combined_R22
ACM,2026-09-24,58.52,2.16,True,64.83,0.03,-0.55,False,76.3,-1.96,78.2,True,3.69,2.75,18.2,-1.3,D 趨勢弱,True,8:49,264.6,跌,100.0,11,False,3.0,-0.3644,-0.1749,-1.3742,False,False,-10.78,-2.92,64.6,-10.39,-2.81,133.5,,OHLC,↓,LH/LL,DT,False,268,3,ACM,SubSector_R12
CWT,2026-09-24,46.0,0.93,False,49.29,-0.115,-0.5,True,92.1,0.07,92.0,True,2.03,1.23,29.5,0.3,D 趨勢弱,True,8:49,264.6,跌,655.0,45,False,3.0,-0.3014,-0.2868,-0.3644,False,False,-7.16,-3.53,50.85,-10.54,-5.2,24.4,,OHLC,↓,LH/LL,DT,False,268,3,CWT,SubSector_R12
GPN,2026-09-24,85.31,2.61,False,90.05,-0.047,-0.1,True,81.2,0.42,80.8,True,3.06,2.44,49.0,3.1,C 基底修復,True,8:49,264.6,跌,170.0,21,False,3.0,-0.7687,-0.9145,-1.0125,True,False,-5.56,-1.81,90.19,-5.72,-1.87,217.7,,OHLC,↓,LH/LL,DT,False,268,3,GPN,SubSector_R12
INGR,2026-09-24,96.49,1.94,False,101.88,-0.213,-0.63,True,92.2,0.15,92.1,True,2.01,1.21,9.3,0.5,D 趨勢弱,True,8:49,264.6,跌,135.0,21,False,3.0,-0.4159,-0.4443,-0.6673,True,False,-5.58,-2.77,102.24,-5.96,-2.96,62.0,,OHLC,↓,LH/LL,DT,False,268,3,INGR,SubSector_R12
JAZZ,2026-09-24,236.28,6.46,False,247.2,-0.272,-0.38,True,86.6,0.43,86.2,True,2.73,1.72,58.2,-1.4,C 基底修復,True,8:49,264.6,跌,275.0,21,False,3.0,-0.7455,-0.685,-2.0631,False,False,-4.62,-1.69,245.87,-4.06,-1.48,238.0,,OHLC,↓,LH/LL,DT,False,268,3,JAZZ,Combined_R22
KRO,2026-09-24,8.1,0.38,True,8.4,0.008,0.16,False,60.1,-0.99,61.1,False,4.68,4.95,54.7,-10.1,B 上升結構,True,8:49,264.6,跌,160.0,17,False,3.0,-0.0559,-0.0473,-0.1344,False,True,-3.72,-0.8,8.44,-4.2,-0.9,3.5,,OHLC,—,LH/LL,自然回檔,True,268,3,KRO,MP_R21_差一項
MCK,2026-09-24,869.36,22.81,False,884.18,-0.158,0.0,False,85.8,-0.51,86.3,True,2.62,1.99,35.2,-14.8,C 基底修復,True,8:49,264.6,跌,152.0,12,False,3.0,-4.2806,-3.5943,-5.4753,False,True,-1.7,-0.65,910.95,-4.78,-1.82,846.4,,OHLC,—,LH/LL,DT,True,268,3,MCK,SubSector_R12
RVMD,2026-09-24,199.86,7.91,False,204.51,-0.569,-0.41,False,77.5,-0.01,77.5,True,3.96,2.26,68.8,16.9,B 上升結構,True,8:49,264.6,跌,119.0,19,False,3.0,-1.6511,-2.4168,-2.6649,True,True,-2.33,-0.59,213.0,-6.57,-1.66,422.9,,OHLC,—,LH/LL,自然反彈,True,268,3,RVMD,SubSector_R12+Combined_R22
TOST,2026-09-24,30.11,1.13,False,33.41,-0.151,-0.86,True,78.4,0.58,77.9,True,3.74,2.3,33.8,10.5,D 趨勢弱,True,8:49,264.6,跌,267.0,20,False,3.0,-0.3767,-0.4618,-0.5718,True,False,-10.96,-2.93,33.29,-10.56,-2.82,281.7,,OHLC,↓,LH/LL,DT,False,268,3,TOST,SubSector_R12
USB,2026-09-24,58.4,1.15,False,61.84,-0.174,-0.74,True,92.1,0.21,91.9,True,1.97,1.29,36.5,-0.1,C 基底修復,True,8:49,264.6,跌,568.0,49,False,3.0,-0.3839,-0.364,-0.43,False,False,-5.89,-2.98,63.36,-8.49,-4.3,474.3,,OHLC,↓,LH/LL,DT,False,268,3,USB,SubSector_R12+RateHike_R2_迴避
VMC,2026-09-24,241.7,6.52,False,259.29,-1.236,-1.2,True,86.3,0.39,85.9,True,2.7,1.81,3.2,-0.4,D 趨勢弱,True,8:49,264.6,跌,208.0,27,False,3.0,-0.2142,-0.2568,-1.8973,True,False,-7.28,-2.7,247.87,-2.55,-0.95,293.9,,OHLC,—,LH/LL,自然回檔,True,268,3,VMC,SubSector_R12
WCN,2026-09-24,155.93,2.9,False,162.19,-0.431,-0.87,True,93.1,0.02,93.1,True,1.86,1.16,21.3,2.0,D 趨勢弱,True,8:49,264.6,跌,184.0,20,False,3.0,-0.4543,-0.6167,-1.0223,True,False,-4.01,-2.16,167.24,-7.25,-3.91,178.8,,OHLC,↓,LH/LL,DT,False,268,3,WCN,SubSector_R12
HSBC,2026-09-24,100.17,1.69,False,103.35,-0.149,-0.26,True,93.1,0.19,93.0,True,1.69,1.32,50.6,-1.1,C 基底修復,True,8:30,255.0,跌,92.0,11,False,3.0,-0.5211,-0.4899,-0.5414,False,False,-3.17,-1.88,103.21,-3.03,-1.8,136.2,,OHLC,↓,LH/LL,DT,False,268,3,HSBC,Combined_R22
CEG,2026-09-24,261.62,9.65,False,274.61,-0.487,-0.28,True,78.4,0.83,77.6,True,3.69,2.35,9.0,-2.5,D 趨勢弱,True,8:20,250.0,跌,89.0,9,False,3.0,-2.3213,-2.6622,-4.1561,True,False,-4.96,-1.35,250.55,4.23,1.15,787.4,,OHLC,↑,HH/HL,UT,False,268,3,CEG,AI_R13+SubSector_R12+Combined_R22
VIR,2026-09-24,10.72,0.55,True,10.67,0.03,0.53,False,67.0,-1.9,68.9,False,5.13,3.07,69.1,7.9,A 待突破,True,7:24,222.0,跌,73.0,11,False,3.0,-0.0519,-0.0302,-0.1324,False,True,0.46,0.09,10.83,-1.03,-0.2,25.0,,OHLC,—,HH/HL,次級回檔,True,268,3,VIR,MP_R21
ALT,2026-09-24,3.04,0.15,True,3.18,0.005,0.29,False,68.7,-2.28,71.0,False,4.97,2.92,10.0,-12.4,D 趨勢弱,True,7:13,216.6,跌,70.0,8,False,3.0,-0.0263,-0.0112,-0.0263,False,True,-4.55,-0.92,3.41,-12.17,-2.45,12.4,,OHLC,↓,LH/LL,DT,False,268,3,ALT,SubSector_R12
TFC,2026-09-24,47.18,1.04,False,50.05,-0.165,-0.84,True,90.7,0.34,90.3,True,2.21,1.38,20.6,1.5,D 趨勢弱,True,7:12,215.8,跌,70.0,12,False,3.0,-0.2802,-0.2673,-0.321,False,False,-6.07,-2.75,48.68,-3.18,-1.44,370.4,,OHLC,↓,LH/LL,DT,False,268,3,TFC,SubSector_R12
MS,2026-09-24,196.32,4.93,False,209.9,-0.753,-0.62,True,87.6,0.13,87.4,True,2.51,1.75,33.0,-8.0,C 基底修復,True,7:00,210.0,跌,67.0,9,False,3.0,-1.4398,-1.3261,-1.932,False,False,-6.92,-2.75,218.51,-11.3,-4.5,1017.9,,OHLC,↓,LH/LL,DT,False,268,3,MS,SubSector_R12+Combined_R22+RateHike_R2_迴避
MTB,2026-09-24,218.66,4.43,False,236.44,-0.956,-0.96,True,91.9,0.1,91.8,True,2.02,1.28,19.8,-0.4,C 基底修復,True,6:50,205.2,跌,64.0,8,False,3.0,-1.5523,-1.4593,-2.0155,False,False,-8.13,-4.01,240.06,-9.79,-4.83,257.7,,OHLC,↓,LH/LL,DT,False,268,3,MTB,SubSector_R12
SLB,2026-09-24,51.43,1.8,False,54.9,-0.033,-0.15,True,79.0,0.26,78.7,True,3.49,2.44,42.8,-0.9,C 基底修復,True,6:31,195.3,跌,59.0,11,False,3.0,-0.6403,-0.688,-0.8541,True,False,-6.75,-1.93,52.06,-1.22,-0.35,825.0,,OHLC,—,HH/HL,DT,False,268,3,SLB,SubSector_R12+RateHike_R2_迴避
EVR,2026-09-24,256.93,8.91,False,284.14,-1.555,-0.95,True,79.7,0.33,79.3,True,3.47,2.34,3.7,-0.8,D 趨勢弱,True,6:17,188.5,跌,55.0,8,False,3.0,-1.0938,-1.0712,-2.8618,False,False,-10.59,-3.05,269.01,-4.7,-1.36,134.1,,OHLC,↓,LH/LL,DT,False,268,3,EVR,SubSector_R12
C,2026-09-24,132.1,3.42,False,134.44,-0.148,-0.17,True,87.3,0.45,86.8,True,2.59,1.73,49.5,-0.7,C 基底修復,False,5:58,179.2,跌,50.0,7,False,3.0,-0.4582,-0.4521,-0.7676,False,True,-1.77,-0.68,133.82,-1.3,-0.5,1333.7,,OHLC,—,HH/HL,自然回檔,False,268,3,C,SubSector_R12
SNAP,2026-09-24,5.43,0.28,True,5.5,0.002,0.11,True,63.1,1.22,61.9,False,5.24,3.75,35.9,-4.0,D 趨勢弱,False,5:53,176.7,跌,48.0,5,False,3.0,-0.044,-0.0383,-0.044,False,True,-1.36,-0.26,5.29,2.58,0.49,184.0,,OHLC,↑,HH/HL,次級反彈,False,268,3,SNAP,SubSector_R12
CLDT,2026-09-24,13.4,0.34,True,13.12,0.024,0.21,False,88.2,-0.02,88.2,True,2.51,1.61,79.4,19.2,A 待突破,False,10:44,322.0,升,29.0,3,False,4.0,0.0354,0.0143,,False,True,2.1,0.84,13.35,0.37,0.15,3.5,,OHLC,—,HH/HL,自然反彈,False,268,3,CLDT,Combined_R22
EME,2026-09-24,751.96,25.84,False,764.15,-2.888,-0.48,True,75.4,0.08,75.3,True,3.44,3.17,32.8,0.3,C 基底修復,False,10:38,319.2,升,27.0,4,False,4.0,2.0201,1.9118,,False,True,-1.62,-0.47,723.87,3.74,1.09,275.9,,OHLC,—,HH/HL,自然反彈,True,268,3,EME,SubSector_R12
LIN,2026-09-24,468.14,7.54,False,474.72,-0.516,-0.66,True,93.5,0.16,93.4,True,1.61,1.3,22.5,0.1,C 基底修復,False,10:25,312.4,升,24.0,2,False,4.0,0.8804,0.4256,,False,True,-1.41,-0.87,494.5,-5.63,-3.5,932.2,,OHLC,—,LH/LL,自然反彈,True,268,3,LIN,AI_R13+SubSector_R12
CRWV,2026-09-24,90.13,5.58,False,89.92,-1.815,-0.55,True,47.1,0.99,46.1,False,6.19,6.51,28.2,-2.0,D 趨勢弱,True,9:46,293.2,升,13.0,1,False,4.0,0.2858,-0.0826,,False,True,0.23,0.04,83.35,7.52,1.22,2493.2,,OHLC,—,LH/LL,UT,True,268,3,CRWV,AI_R13+SubSector_R12+Combined_R22
CBOE,2026-09-24,267.57,9.42,False,289.77,-0.311,-0.34,True,79.8,0.99,78.8,True,3.52,2.26,7.8,-0.9,D 趨勢弱,True,8:49,264.6,跌,171.0,16,False,4.0,-2.3499,-2.7256,-4.2771,True,False,-8.3,-2.36,264.91,0.99,0.28,291.1,,OHLC,—,HH/HL,自然回檔,False,268,3,CBOE,SubSector_R12
