ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,data_warn,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
KMX,2026-09-24,56.36,2.14,False,59.8,-0.094,-0.31,False,79.9,-1.26,81.2,True,3.81,1.95,37.3,-5.1,D 趨勢弱,True,8:49,264.6,跌,137.0,17,False,1.0,-0.6405,-0.6385,-0.6951,False,False,-6.11,-1.6,61.69,-9.46,-2.49,120.6,,OHLC,↓,LH/LL,DT,False,268,2,KMX,Combined_R22
RTX,2026-09-24,188.61,3.99,False,205.25,-0.941,-1.47,False,90.2,-0.37,90.5,True,2.12,1.59,16.6,-13.4,D 趨勢弱,True,8:49,264.6,跌,217.0,30,False,1.0,-0.6993,-0.6369,-2.6008,False,False,-8.82,-4.17,213.5,-13.2,-6.24,773.3,,OHLC,↓,LH/LL,DT,False,268,2,RTX,SubSector_R12+Combined_R22
TTWO,2026-09-24,202.98,7.45,False,222.02,-1.046,-1.03,False,79.7,-0.22,79.9,True,3.67,2.14,9.6,-2.5,D 趨勢弱,True,8:49,264.6,跌,233.0,28,False,1.0,-0.4626,-0.4004,-2.869,False,False,-9.38,-2.56,209.92,-3.42,-0.93,636.4,,OHLC,↓,LH/LL,DT,False,268,2,TTWO,SubSector_R12
CTSH,2026-09-24,57.17,2.19,True,61.11,0.095,0.3,False,74.2,-1.35,75.6,False,3.83,2.99,20.7,-14.4,D 趨勢弱,True,8:02,241.1,跌,84.0,17,False,1.0,-0.8231,-0.7285,-1.0182,False,False,-6.88,-1.8,64.61,-13.01,-3.4,378.7,,OHLC,↓,LH/LL,DT,False,268,2,CTSH,SubSector_R12
CMG,2026-09-24,32.01,1.17,False,35.3,-0.001,0.04,False,74.6,-0.49,75.1,False,3.66,3.1,10.9,-1.5,D 趨勢弱,True,7:45,232.6,跌,79.0,12,True,1.0,-0.5459,-0.5482,-0.5756,True,False,-10.28,-2.81,37.22,-16.28,-4.45,441.2,,OHLC,—,HH/HL,DT,False,268,2,CMG,SubSector_R12
DOCU,2026-09-24,68.99,2.73,True,65.64,0.208,0.55,True,72.1,0.36,71.7,False,3.95,3.29,45.1,-3.0,B 上升結構,False,5:55,177.3,跌,48.0,4,False,1.0,-0.2967,-0.2624,-0.3793,False,False,4.85,1.23,66.76,3.23,0.82,262.5,,OHLC,↑,HH/HL,自然反彈,False,268,2,DOCU,MP_R21_差一項
PBR,2026-09-24,20.84,0.6,True,19.89,0.076,0.67,False,83.9,-0.23,84.1,True,2.88,2.12,48.6,-3.3,E 延伸,False,4:31,135.4,跌,25.0,4,False,1.0,-0.0761,-0.0561,-0.1269,False,False,4.57,1.59,20.63,1.01,0.35,463.8,,OHLC,—,HH/HL,自然反彈,True,268,2,PBR,Combined_R22
CBL,2026-09-24,52.31,1.44,False,54.77,-0.175,-0.38,False,86.2,-0.35,86.5,True,2.75,1.79,51.3,-3.3,C 基底修復,True,8:49,264.6,跌,673.0,37,False,2.0,-0.1601,-0.1057,-0.498,False,False,-4.71,-1.71,54.34,-3.88,-1.41,14.6,,OHLC,↓,LH/LL,DT,False,268,2,CBL,Combined_R22
CL,2026-09-24,85.32,1.65,False,88.96,-0.177,-0.72,False,92.2,-0.17,92.4,True,1.93,1.3,20.7,-0.3,D 趨勢弱,True,8:49,264.6,跌,226.0,29,False,2.0,-0.1729,-0.1364,-0.3788,False,False,-4.27,-2.21,90.54,-6.12,-3.16,470.7,,OHLC,↓,LH/LL,DT,False,268,2,CL,SubSector_R12
CNR,2026-09-24,88.76,3.2,False,95.74,-0.22,0.02,False,78.8,-1.64,80.4,True,3.61,2.36,15.0,-26.9,D 趨勢弱,True,8:49,264.6,跌,100.0,14,False,2.0,-1.2614,-1.1492,-1.4588,False,False,-7.86,-2.18,93.93,-5.82,-1.61,48.9,,OHLC,↓,LH/LL,DT,False,268,2,CNR,SubSector_R12
FDX,2026-09-24,279.54,7.71,False,317.07,-2.128,-0.79,False,87.6,-1.17,88.8,True,2.76,1.49,19.3,-5.4,D 趨勢弱,True,8:49,264.6,跌,176.0,18,False,2.0,-3.248,-2.5888,-3.248,False,False,-13.42,-4.87,321.02,-14.84,-5.38,499.3,,OHLC,↓,LH/LL,DT,False,268,2,FDX,SubSector_R12+RateHike_R2_迴避
GIS,2026-09-24,34.83,1.11,False,38.12,-0.129,-0.38,False,81.8,-0.31,82.1,True,3.17,2.23,2.6,0.0,D 趨勢弱,True,8:49,264.6,跌,159.0,15,False,2.0,-0.3164,-0.3095,-0.6443,False,False,-9.45,-2.98,36.81,-5.68,-1.79,373.3,,OHLC,↓,LH/LL,DT,False,268,2,GIS,SubSector_R12
HMY,2026-09-24,18.55,0.87,False,20.4,-0.023,-0.13,True,66.0,0.52,65.4,False,4.68,3.74,25.8,-1.9,D 趨勢弱,True,8:49,264.6,跌,287.0,19,False,2.0,-0.2713,-0.2503,-0.3958,False,False,-9.96,-2.13,20.22,-9.0,-1.92,90.5,,OHLC,↓,LH/LL,DT,False,268,2,HMY,Combined_R22
MGA,2026-09-24,62.22,1.87,False,66.39,-0.229,-0.55,False,82.3,-0.55,82.8,True,3.01,2.3,50.8,-2.5,C 基底修復,True,8:49,264.6,跌,200.0,23,False,2.0,-0.2078,-0.1662,-0.8239,False,False,-6.7,-2.23,64.82,-4.18,-1.39,73.9,,OHLC,↓,LH/LL,DT,False,268,2,MGA,SubSector_R12
PEP,2026-09-24,128.15,2.35,False,136.94,-0.336,-0.91,False,92.3,-0.22,92.5,True,1.83,1.38,5.2,-0.6,D 趨勢弱,True,8:49,264.6,跌,148.0,18,False,2.0,-0.8452,-0.8115,-0.9753,False,False,-6.86,-3.74,138.8,-8.31,-4.54,1203.4,,OHLC,↓,LH/LL,DT,False,268,2,PEP,SubSector_R12
RLAY,2026-09-24,17.73,0.91,False,19.09,-0.071,-0.27,True,67.8,0.44,67.3,False,5.16,2.9,47.5,-5.9,D 趨勢弱,True,8:49,264.6,跌,194.0,25,False,2.0,-0.1016,-0.0547,-0.3147,False,False,-7.69,-1.49,,,,66.7,,OHLC,—,HH/HL,DT,False,268,2,RLAY,Combined_R22
XEL,2026-09-24,69.56,1.35,False,75.46,-0.285,-0.74,False,92.8,-0.08,92.9,True,1.95,1.15,9.9,-2.0,D 趨勢弱,True,8:49,264.6,跌,270.0,24,False,2.0,-0.4164,-0.3479,-0.4164,False,False,-8.49,-4.36,77.06,-10.78,-5.54,437.7,,OHLC,↓,LH/LL,DT,False,268,2,XEL,SubSector_R12
PYXS,2026-09-24,2.92,0.3,True,3.38,0.013,0.39,False,30.6,-2.87,33.4,False,10.21,8.23,53.8,-7.3,D 趨勢弱,True,7:58,239.0,跌,83.0,11,False,2.0,-0.0651,-0.0454,-0.0651,False,False,-15.67,-1.53,3.36,-14.9,-1.46,3.2,,OHLC,↓,LH/LL,DT,False,268,2,PYXS,MP_R21_差一項
AMT,2026-09-24,167.26,4.04,False,175.05,-0.204,0.04,False,88.9,-0.21,89.1,True,2.42,1.56,15.3,-3.2,D 趨勢弱,True,7:40,230.0,跌,78.0,7,False,2.0,-0.9274,-0.5599,-0.9274,False,False,-4.66,-1.93,,,,444.5,,OHLC,—,HH/HL,DT,False,268,2,AMT,SubSector_R12
AMR,2026-09-24,172.01,10.98,False,199.85,-0.044,0.24,False,57.8,-2.3,60.1,False,6.39,3.74,0.5,-16.5,D 趨勢弱,True,6:40,200.0,跌,61.0,11,True,2.0,-6.0424,-6.0832,-7.6699,True,False,-16.18,-2.53,188.57,-9.63,-1.51,70.0,,OHLC,↓,LH/LL,DT,False,268,2,AMR,SubSector_R12
LEA,2026-09-24,118.25,3.68,False,124.94,-0.086,-0.1,False,81.0,-1.06,82.1,True,3.11,2.43,19.8,-5.3,C 基底修復,True,6:12,186.0,跌,53.0,6,False,2.0,-0.6967,-0.5421,-2.6767,False,False,-5.66,-1.82,130.82,-10.63,-3.42,83.9,,OHLC,↓,LH/LL,DT,False,268,2,LEA,SubSector_R12
JBHT,2026-09-24,229.15,8.63,False,256.67,-1.493,-0.74,False,76.2,-0.11,76.3,True,3.77,2.7,22.8,-5.5,D 趨勢弱,True,6:08,184.2,跌,52.0,7,False,2.0,-3.2519,-3.2175,-3.5232,False,False,-12.01,-3.19,265.47,-15.85,-4.21,291.4,,OHLC,↓,LH/LL,DT,False,268,2,JBHT,SubSector_R12
AEP,2026-09-24,117.57,2.01,False,122.51,-0.186,-0.6,True,93.8,0.11,93.7,True,1.71,1.12,17.5,-1.8,D 趨勢弱,False,5:40,170.2,跌,45.0,7,False,2.0,-0.3101,-0.2262,-0.9056,False,False,-4.2,-2.46,125.42,-6.68,-3.91,476.3,,OHLC,↓,LH/LL,DT,False,268,2,AEP,SubSector_R12
NKTX,2026-09-24,2.85,0.21,True,2.77,0.015,0.41,False,50.4,-0.23,50.6,False,7.23,4.62,52.2,-6.5,C 基底修復,False,5:31,165.6,跌,42.0,6,False,2.0,-0.018,-0.0175,-0.0705,False,True,2.87,0.4,2.81,1.4,0.19,1.8,,OHLC,—,HH/HL,自然反彈,True,268,2,NKTX,SubSector_R12
AIG,2026-09-24,74.82,1.36,False,75.87,-0.036,-0.36,False,92.9,-0.1,93.0,True,1.81,1.26,19.8,-0.6,D 趨勢弱,False,3:58,118.8,跌,16.0,1,False,2.0,-0.0006,0.0227,-0.4915,False,True,-1.41,-0.78,76.29,-1.96,-1.08,332.1,,OHLC,—,LH/LL,DT,True,268,2,AIG,SubSector_R12
VKTX,2026-09-24,36.75,2.76,True,36.25,0.056,1.17,False,47.1,-7.37,54.4,False,7.52,5.19,51.6,-4.4,B 上升結構,False,10:49,324.7,升,30.0,3,False,3.0,0.8975,0.9304,,False,True,1.36,0.18,,,,229.3,,OHLC,—,LH/LL,自然回檔,False,268,2,VKTX,SubSector_R12
NNE,2026-09-24,17.02,1.15,False,17.81,-0.098,-0.39,True,51.0,0.74,50.2,False,6.76,4.94,3.5,-4.6,D 趨勢弱,False,10:26,313.0,升,24.0,2,False,3.0,0.0472,0.0186,,False,True,-4.66,-0.69,16.97,0.29,0.04,32.9,,OHLC,—,LH/LL,UT,True,268,2,NNE,AI_R13+SubSector_R12
ARWR,2026-09-24,66.07,3.99,False,77.51,-0.565,-0.97,True,58.3,0.7,57.6,False,6.04,3.98,21.7,-2.1,D 趨勢弱,True,8:49,264.6,跌,170.0,30,False,3.0,-1.3388,-1.4474,-2.2728,True,False,-17.31,-2.87,71.86,-8.76,-1.45,163.6,,OHLC,↓,LH/LL,DT,False,268,2,ARWR,Combined_R22
CCI,2026-09-24,67.63,2.03,False,74.29,-0.29,-0.34,False,84.8,-1.02,85.9,True,3.0,1.81,3.6,-3.3,D 趨勢弱,True,8:49,264.6,跌,120.0,9,False,3.0,-0.5833,-0.3553,-0.5833,False,False,-9.85,-3.29,75.62,-11.81,-3.94,252.0,,OHLC,↓,LH/LL,DT,False,268,2,CCI,SubSector_R12
CMCSA,2026-09-24,22.13,0.74,False,24.95,-0.133,-1.05,False,80.8,-0.43,81.2,True,3.34,2.26,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,197.0,18,False,3.0,-0.3797,-0.401,-0.4638,True,False,-12.73,-3.81,25.2,-13.87,-4.16,724.9,,OHLC,↓,LH/LL,DT,False,268,2,CMCSA,SubSector_R12
COMP,2026-09-24,9.29,0.53,False,10.77,-0.129,-1.09,True,62.4,0.95,61.5,False,5.7,3.43,15.2,1.0,D 趨勢弱,True,8:49,264.6,跌,203.0,27,False,3.0,-0.1099,-0.1027,-0.2689,False,False,-15.96,-2.8,10.65,-14.64,-2.57,150.7,,OHLC,↓,LH/LL,DT,False,268,2,COMP,SubSector_R12
COR,2026-09-24,309.87,7.65,False,320.0,-0.012,-0.29,False,87.8,-0.08,87.9,True,2.47,1.74,24.3,-2.9,C 基底修復,True,8:49,264.6,跌,166.0,12,False,3.0,-2.0524,-2.0541,-2.6931,True,False,-3.27,-1.33,316.49,-2.14,-0.87,402.6,,OHLC,↓,LH/LL,自然回檔,False,268,2,COR,SubSector_R12
ENVA,2026-09-24,171.9,9.06,False,208.09,-2.392,-1.46,True,60.6,1.39,59.2,False,5.27,4.24,18.9,1.1,D 趨勢弱,True,8:49,264.6,跌,213.0,33,False,3.0,-4.0754,-5.0846,-6.2981,True,False,-21.05,-3.99,179.06,-4.17,-0.79,79.1,,OHLC,↓,LH/LL,自然反彈,False,268,2,ENVA,Combined_R22
GLPI,2026-09-24,38.53,0.76,False,41.66,-0.133,-0.72,False,92.1,-0.09,92.2,True,1.97,1.3,5.9,-0.7,D 趨勢弱,True,8:49,264.6,跌,184.0,20,False,3.0,-0.154,-0.117,-0.1937,False,False,-8.12,-4.12,41.05,-6.54,-3.32,188.1,,OHLC,↓,LH/LL,DT,False,268,2,GLPI,SubSector_R12
GS,2026-09-24,923.29,26.89,False,1000.42,-4.199,-0.69,False,82.9,-0.01,83.0,True,2.91,2.26,13.7,-4.5,D 趨勢弱,True,8:49,264.6,跌,136.0,9,False,3.0,-7.2158,-7.004,-10.7254,False,False,-8.35,-2.87,959.39,-3.91,-1.34,2014.1,,OHLC,↓,LH/LL,DT,False,268,2,GS,SubSector_R12+Combined_R22+RateHike_R2_迴避
HCC,2026-09-24,88.95,4.07,False,98.72,-0.347,-0.27,True,72.4,0.5,71.9,False,4.58,2.59,17.7,-11.0,D 趨勢弱,True,8:49,264.6,跌,117.0,15,False,3.0,-1.6851,-1.8462,-2.523,True,False,-10.98,-2.4,92.1,-3.54,-0.77,60.5,,OHLC,↓,LH/LL,DT,False,268,2,HCC,SubSector_R12
IONS,2026-09-24,43.81,2.39,False,52.85,-0.628,-1.11,True,58.4,0.77,57.6,False,5.45,4.54,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,145.0,14,False,3.0,-0.9659,-1.1082,-1.5244,True,False,-20.64,-3.78,45.75,-4.43,-0.81,214.3,,OHLC,↓,LH/LL,DT,False,268,2,IONS,SubSector_R12
LVS,2026-09-24,38.65,1.07,False,43.18,-0.263,-1.24,False,87.3,-0.31,87.6,True,2.76,1.55,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,160.0,20,False,3.0,-0.3291,-0.3248,-0.3659,False,False,-11.72,-4.24,46.48,-20.26,-7.34,258.9,,OHLC,↓,LH/LL,DT,False,268,2,LVS,SubSector_R12
MAX,2026-09-24,9.45,0.58,False,11.7,-0.116,-1.2,True,62.6,1.32,61.3,False,6.11,2.98,10.0,0.0,D 趨勢弱,True,8:49,264.6,跌,273.0,47,False,3.0,-0.2185,-0.2124,-0.3086,False,False,-23.77,-3.89,10.79,-14.18,-2.32,8.0,,OHLC,↓,LH/LL,DT,False,268,2,MAX,Combined_R22
MGM,2026-09-24,33.69,1.18,False,39.23,-1.67,-2.52,False,82.0,-8.11,90.1,True,3.49,1.86,5.0,-3.0,D 趨勢弱,True,8:49,264.6,跌,198.0,20,False,3.0,-0.3488,-0.0992,-0.3488,False,False,-16.44,-4.71,38.9,-15.46,-4.43,129.4,,OHLC,↓,LH/LL,DT,False,268,2,MGM,SubSector_R12
NE,2026-09-24,43.74,1.59,False,45.49,-0.011,0.18,False,76.9,-0.4,77.3,True,3.64,2.68,49.1,-13.1,C 基底修復,True,8:49,264.6,跌,105.0,14,False,3.0,-0.2788,-0.2523,-0.3606,False,False,-4.0,-1.1,47.2,-7.91,-2.17,53.5,,OHLC,—,LH/LL,自然回檔,True,268,2,NE,SubSector_R12
SR,2026-09-24,76.79,1.77,False,81.39,-0.177,-0.41,False,90.8,-0.05,90.9,True,2.31,1.25,10.7,-2.1,D 趨勢弱,True,8:49,264.6,跌,116.0,12,False,3.0,-0.5114,-0.4557,-0.5114,False,False,-5.99,-2.6,80.86,-5.3,-2.3,46.2,,OHLC,↓,LH/LL,DT,False,268,2,SR,SubSector_R12
VICI,2026-09-24,23.27,0.43,False,25.26,-0.102,-1.14,False,92.9,-0.21,93.1,True,1.83,1.25,3.5,0.0,D 趨勢弱,True,8:49,264.6,跌,242.0,20,False,3.0,-0.1273,-0.1111,-0.1406,False,False,-8.56,-4.66,25.93,-11.43,-6.23,262.5,,OHLC,↓,LH/LL,DT,False,268,2,VICI,SubSector_R12
VTR,2026-09-24,86.83,1.77,False,89.9,-0.039,-0.61,False,90.3,-0.01,90.3,True,2.04,1.62,33.0,-0.4,C 基底修復,True,8:49,264.6,跌,110.0,18,False,3.0,-0.2879,-0.3487,-1.0942,True,False,-3.53,-1.73,92.09,-6.06,-2.97,340.0,,OHLC,—,LH/LL,自然回檔,False,268,2,VTR,SubSector_R12
RCAT,2026-09-24,6.8,0.53,False,8.41,-0.137,-1.39,True,46.6,1.19,45.4,False,7.78,5.06,0.0,0.0,D 趨勢弱,True,8:49,264.3,跌,97.0,23,False,3.0,-0.1137,-0.1394,-0.1785,True,False,-23.63,-3.04,6.95,-2.21,-0.28,65.2,,OHLC,↓,LH/LL,自然反彈,False,268,2,RCAT,SubSector_R12
METC,2026-09-24,9.14,0.83,False,11.76,-0.043,-0.16,True,41.4,0.65,40.8,False,9.09,5.25,0.0,0.0,D 趨勢弱,True,8:36,257.8,跌,93.0,12,False,3.0,-0.2969,-0.3287,-0.4427,True,False,-28.7,-3.16,9.7,-6.13,-0.67,26.7,,OHLC,↓,LH/LL,DT,False,268,2,METC,SubSector_R12
LAZ,2026-09-24,36.12,1.81,False,40.19,-0.213,-1.24,True,70.6,0.33,70.3,False,5.0,2.51,0.0,0.0,D 趨勢弱,True,8:32,256.2,跌,92.0,12,False,3.0,-0.4799,-0.5563,-0.8631,True,False,-11.28,-2.26,45.21,-25.17,-5.03,69.1,,OHLC,↓,LH/LL,自然反彈,False,268,2,LAZ,SubSector_R12
MP,2026-09-24,49.3,2.74,False,54.44,-0.158,-0.12,True,60.2,0.6,59.6,False,5.56,4.04,10.0,-0.1,D 趨勢弱,True,8:29,254.7,跌,92.0,18,False,3.0,-0.4113,-0.4995,-1.0128,True,False,-10.42,-1.88,51.04,-3.53,-0.64,254.9,,OHLC,—,LH/LL,自然回檔,True,268,2,MP,SubSector_R12+RateHike_R2_迴避
SMR,2026-09-24,8.47,0.67,False,9.22,-0.033,-0.24,True,43.8,0.26,43.5,False,7.95,5.68,1.3,-9.6,D 趨勢弱,True,7:30,225.0,跌,75.0,9,False,3.0,-0.0964,-0.0973,-0.1829,True,False,-8.89,-1.12,8.89,-4.96,-0.62,343.4,,OHLC,↓,LH/LL,DT,False,268,2,SMR,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_迴避
CENX,2026-09-24,38.12,2.16,False,43.9,-0.473,-1.06,True,63.1,0.4,62.7,False,5.67,3.32,20.4,-2.7,D 趨勢弱,True,7:06,213.1,跌,68.0,10,False,3.0,-0.5484,-0.582,-0.7347,True,False,-15.16,-2.68,40.75,-6.9,-1.22,68.9,,OHLC,↓,LH/LL,DT,False,268,2,CENX,SubSector_R12
ASPI,2026-09-24,2.95,0.24,False,3.66,-0.037,-0.9,True,45.2,0.44,44.7,False,8.23,5.01,0.0,0.0,D 趨勢弱,True,6:28,193.8,跌,58.0,10,False,3.0,-0.036,-0.0374,-0.0703,True,False,-24.07,-2.92,3.18,-7.8,-0.95,13.9,,OHLC,↓,LH/LL,DT,False,268,2,ASPI,SubSector_R12
CMI,2026-09-24,521.07,16.06,False,558.61,-3.586,-1.13,True,84.1,0.69,83.4,True,3.08,1.87,8.3,-0.9,C 基底修復,False,11:17,338.6,升,38.0,4,False,4.0,0.6948,0.6818,,False,False,-7.2,-2.34,534.78,-2.63,-0.85,639.6,,OHLC,↓,LH/LL,DT,False,268,2,CMI,AI_R13+SubSector_R12
GLW,2026-09-24,154.15,8.47,False,154.0,-0.503,-0.16,True,55.1,0.32,54.8,False,5.49,5.23,60.3,0.2,D 趨勢弱,False,11:08,334.0,升,36.0,4,False,4.0,0.6567,0.7432,,False,True,0.1,0.02,142.35,7.65,1.39,1343.8,,OHLC,—,HH/HL,DT,False,268,2,GLW,AI_R13+Combined_R22
AMAT,2026-09-24,474.25,20.58,False,471.75,-2.733,-0.62,True,65.0,0.71,64.3,False,4.34,4.27,49.5,1.1,D 趨勢弱,False,11:03,331.3,升,34.0,4,False,4.0,6.965,6.1946,,False,True,0.53,0.12,,,,2892.7,,OHLC,↓,LH/LL,自然反彈,False,268,2,AMAT,AI_R13+SubSector_R12+Combined_R22
LRCX,2026-09-24,307.16,15.13,False,302.13,-0.682,-0.2,True,60.2,1.06,59.1,False,4.93,4.68,58.9,-0.9,C 基底修復,False,10:57,328.4,升,32.0,3,False,4.0,2.8978,2.3885,,False,True,1.64,0.33,311.39,-1.38,-0.28,2713.6,,OHLC,↓,LH/LL,自然反彈,False,268,2,LRCX,AI_R13+SubSector_R12+Combined_R22
HOOD,2026-09-24,120.82,6.36,True,110.58,0.549,0.59,True,59.3,0.18,59.1,False,5.26,4.52,49.8,6.5,C 基底修復,False,10:43,321.4,升,29.0,4,False,4.0,0.5775,0.7333,,False,False,8.47,1.61,104.42,13.57,2.58,2655.4,,OHLC,↑,HH/HL,自然回檔,False,268,2,HOOD,SubSector_R12+Combined_R22+RateHike_R2_迴避
HLT,2026-09-24,312.13,6.21,False,316.87,-0.422,-0.32,False,91.5,-0.03,91.5,True,1.99,1.42,35.7,3.0,C 基底修復,False,10:22,311.1,升,23.0,3,False,4.0,0.6449,0.1868,,False,True,-1.52,-0.76,302.11,3.21,1.61,524.6,,OHLC,—,HH/HL,自然反彈,False,268,2,HLT,SubSector_R12+Combined_R22
HUBB,2026-09-23,463.7,12.58,False,464.61,-1.609,-0.85,False,84.9,-0.32,85.2,True,2.71,2.08,19.8,2.4,D 趨勢弱,False,10:17,308.6,升,21.0,3,False,4.0,2.4173,1.5574,,False,True,-0.2,-0.07,464.75,-0.23,-0.08,219.8,,OHLC,↓,LH/LL,自然反彈,False,267,2,HUBB,SubSector_R12+Combined_R22
ATI,2026-09-24,186.21,8.36,False,203.41,-1.133,-0.85,True,72.3,0.69,71.6,False,4.49,2.71,39.7,-0.4,D 趨勢弱,True,8:49,264.6,跌,182.0,25,False,4.0,-1.3823,-1.7065,-3.0525,True,False,-9.24,-2.06,191.63,-2.91,-0.65,403.9,,OHLC,↓,LH/LL,DT,False,268,2,ATI,Combined_R22
BOOT,2026-09-24,126.0,5.98,False,145.02,-1.158,-1.11,True,69.3,0.91,68.4,False,4.74,3.02,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,162.0,22,False,4.0,-1.1832,-1.6277,-3.0631,True,False,-15.1,-3.18,129.28,-2.6,-0.55,91.0,,OHLC,↓,LH/LL,自然回檔,False,268,2,BOOT,Combined_R22
BRO,2026-09-24,60.33,1.86,False,68.32,-0.295,-1.05,False,82.6,-0.7,83.3,True,3.08,2.17,5.0,0.0,D 趨勢弱,True,8:49,264.6,跌,219.0,20,False,4.0,-0.8474,-0.7865,-0.9092,False,False,-13.24,-4.3,68.33,-13.26,-4.31,143.8,,OHLC,↓,LH/LL,DT,False,268,2,BRO,SubSector_R12
DRI,2026-09-24,207.24,5.35,False,215.32,-0.79,-0.28,False,86.6,-0.96,87.6,True,2.58,1.88,35.3,-13.6,C 基底修復,True,8:49,264.6,跌,200.0,21,False,4.0,-0.415,-0.1931,-1.7262,False,False,-3.9,-1.51,213.69,-3.11,-1.21,259.0,,OHLC,↓,LH/LL,自然回檔,False,268,2,DRI,SubSector_R12
MCD,2026-09-24,237.02,5.13,False,256.5,-1.345,-1.37,False,90.7,-0.07,90.7,True,2.16,1.43,3.4,1.0,D 趨勢弱,True,8:49,264.6,跌,217.0,22,False,4.0,-1.2765,-0.966,-1.2782,False,False,-8.22,-3.8,252.06,-6.35,-2.93,1452.7,,OHLC,↓,LH/LL,DT,False,268,2,MCD,SubSector_R12
TXRH,2026-09-24,161.55,4.88,False,183.47,-1.953,-2.21,False,84.6,-0.5,85.1,True,3.02,1.83,5.4,-1.1,D 趨勢弱,True,8:49,264.6,跌,276.0,30,False,4.0,-1.5371,-1.6603,-2.7495,True,False,-13.57,-4.49,205.29,-27.08,-8.97,180.8,,OHLC,↓,LH/LL,DT,False,268,2,TXRH,Combined_R22
WTW,2026-09-24,293.63,7.61,False,325.81,-1.378,-1.06,False,86.2,-0.68,86.8,True,2.59,1.95,10.5,-1.3,D 趨勢弱,True,8:49,264.6,跌,362.0,30,False,4.0,-3.6993,-3.5506,-4.663,False,False,-10.96,-4.23,323.71,-10.24,-3.95,160.1,,OHLC,↓,LH/LL,DT,False,268,2,WTW,SubSector_R12
YUM,2026-09-24,137.34,3.99,False,146.51,-0.358,-0.54,False,84.9,-0.24,85.1,True,2.9,1.9,6.9,-2.7,D 趨勢弱,True,8:49,264.6,跌,135.0,13,False,4.0,-0.5711,-0.6011,-1.518,True,False,-6.68,-2.3,134.26,2.24,0.77,326.2,,OHLC,—,HH/HL,自然回檔,False,268,2,YUM,SubSector_R12
SPGI,2026-09-24,403.25,10.37,False,424.17,-0.091,-0.07,False,85.7,-0.01,85.7,True,2.57,2.07,20.8,-0.6,D 趨勢弱,True,8:37,258.3,跌,94.0,12,False,4.0,-2.1948,-2.5157,-4.2916,True,False,-5.19,-2.02,422.67,-4.82,-1.87,770.1,,OHLC,—,LH/LL,DT,True,268,2,SPGI,SubSector_R12
EPD,2026-09-24,37.27,0.61,False,38.63,-0.019,0.06,False,94.3,-0.2,94.5,True,1.63,1.08,50.4,-1.1,C 基底修復,True,7:57,238.5,跌,82.0,10,False,4.0,-0.2005,-0.1631,-0.2005,False,False,-3.64,-2.23,38.89,-4.35,-2.66,95.2,,OHLC,↓,LH/LL,DT,False,268,2,EPD,SubSector_R12
JBL,2026-09-24,310.69,11.93,False,312.97,-2.596,-0.9,True,73.3,0.22,73.1,False,3.84,3.16,42.9,0.6,C 基底修復,False,12:50,25.2,升,64.0,4,False,4.0,1.7683,1.3754,,False,True,-0.74,-0.19,302.8,2.54,0.66,336.6,,OHLC,—,HH/HL,自然反彈,True,268,2,JBL,SubSector_R12+Combined_R22
TER,2026-09-24,387.7,20.51,False,370.71,-0.952,-0.04,True,55.3,0.7,54.6,False,5.29,5.39,66.3,10.3,C 基底修復,False,11:53,356.7,升,48.0,5,False,5.0,4.9328,4.9053,,False,True,4.38,0.83,370.19,4.52,0.85,918.4,,OHLC,↑,HH/HL,自然回檔,False,268,2,TER,AI_R13+SubSector_R12+Combined_R22
VECO,2026-09-24,45.45,2.5,False,45.46,-0.374,-0.84,True,56.6,0.63,56.0,False,5.51,4.88,50.5,-5.2,D 趨勢弱,False,11:53,356.7,升,48.0,5,False,5.0,0.6693,0.5968,,False,True,-0.01,-0.0,45.59,-0.31,-0.06,24.6,,OHLC,↓,LH/LL,自然反彈,False,268,2,VECO,AI_R13
MCHP,2026-09-24,74.69,2.75,False,74.26,-0.245,-0.57,True,73.6,0.06,73.5,False,3.68,3.27,32.8,0.1,C 基底修復,False,11:40,350.0,升,44.0,5,False,5.0,0.6631,0.6812,,False,True,0.57,0.15,71.58,4.16,1.13,614.7,,OHLC,↑,HH/HL,UT,False,268,2,MCHP,Combined_R22
NBIS,2026-09-24,243.48,17.01,False,230.46,-1.124,0.25,True,38.2,0.89,37.3,False,6.99,8.41,71.3,1.3,C 基底修復,False,11:40,350.0,升,44.0,4,False,5.0,1.9179,1.0179,,False,True,5.35,0.77,226.61,6.93,0.99,3440.6,,OHLC,↑,HH/HL,UT,False,268,2,NBIS,AI_R13+SubSector_R12+Combined_R22
