ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
TT,2026-09-21,433.32,10.98,False,448.04,-1.729,-0.95,True,88.0,0.65,87.3,True,2.53,1.64,24.6,3.2,D 趨勢弱,True,8:49,264.6,跌,115.0,24,True,2.0,-0.5552,-1.37,-3.797,True,False,-3.4,-1.34,447.9,-3.36,-1.33,467.3,OHLC,↓,LH/LL,自然反彈,False,265,4,TT,AI_R13+SubSector_R12
XPO,2026-09-21,174.34,6.51,False,189.95,-0.856,-0.81,True,80.0,0.41,79.6,True,3.73,2.0,17.6,0.1,D 趨勢弱,True,8:49,264.6,跌,178.0,22,True,2.0,-0.8075,-0.9413,-1.5419,True,False,-8.96,-2.4,193.1,-10.76,-2.88,180.2,OHLC,↓,LH/LL,DT,False,265,4,XPO,SubSector_R12+Combined_R22
CCJ,2026-09-21,93.23,3.67,False,98.34,-0.126,-0.08,True,75.8,0.71,75.1,True,3.93,2.6,23.8,4.1,D 趨勢弱,True,7:48,234.0,跌,80.0,14,True,2.0,-0.985,-1.1837,-1.3342,True,False,-5.48,-1.39,97.98,-5.09,-1.3,273.4,OHLC,↓,LH/LL,自然反彈,False,265,4,CCJ,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_迴避
USAR,2026-09-21,16.78,1.11,False,17.76,-0.107,-0.27,True,51.4,0.81,50.6,False,6.62,4.98,19.0,19.0,D 趨勢弱,True,7:47,233.6,跌,80.0,15,True,2.0,-0.1195,-0.2474,-0.3301,True,True,-5.83,-0.88,17.85,-6.38,-0.96,223.0,OHLC,↓,LH/LL,自然反彈,False,265,4,USAR,SubSector_R12
WTRG,2026-09-21,40.48,0.78,True,41.03,0.008,0.37,False,92.2,-0.2,92.3,True,1.93,1.32,58.8,-1.1,C 基底修復,True,7:44,232.0,跌,79.0,7,False,2.0,-0.1576,-0.1001,-0.1576,False,True,-1.35,-0.7,42.51,-5.01,-2.6,102.8,OHLC,—,LH/LL,自然回檔,False,265,4,WTRG,SubSector_R12
MRNA,2026-09-21,172.94,12.56,True,143.89,1.436,0.36,True,24.5,0.52,23.9,False,7.26,14.41,74.5,3.2,E 延伸,True,7:30,225.0,跌,75.0,10,True,2.0,-0.5418,-1.8066,-2.7603,True,False,16.8,2.31,158.83,8.16,1.12,3231.4,OHLC,—,LH/LL,自然反彈,False,265,4,MRNA,Combined_R22
VRT,2026-09-21,250.86,14.28,False,261.02,-0.717,-0.33,True,56.9,1.19,55.7,False,5.69,4.62,27.5,-1.3,D 趨勢弱,True,6:06,182.9,跌,52.0,6,True,2.0,-0.6492,-1.3911,-7.8139,True,True,-4.05,-0.71,257.06,-2.47,-0.43,1359.5,OHLC,↓,LH/LL,自然反彈,False,265,4,VRT,AI_R13+SubSector_R12+Combined_R22
EQIX,2026-09-21,1057.26,28.22,True,1048.63,0.038,-0.11,False,86.4,-0.28,86.7,True,2.67,1.83,70.0,16.2,A 待突破,True,9:20,280.0,升,6.0,1,False,3.0,0.622,-2.3721,,False,True,0.82,0.31,1055.2,0.19,0.07,560.3,OHLC,↑,HH/HL,UT,False,265,4,EQIX,AI_R13+SubSector_R12
CTAS,2026-09-21,196.88,3.73,False,201.09,-0.172,-0.27,True,90.7,0.06,90.6,True,1.89,1.69,38.2,-10.6,C 基底修復,True,8:49,264.6,跌,344.0,35,False,3.0,-0.6232,-0.593,-1.8832,False,True,-2.14,-1.13,201.38,-2.29,-1.21,363.1,OHLC,↓,LH/LL,DT,False,265,4,CTAS,SubSector_R12
HALO,2026-09-21,111.45,2.83,True,106.85,1.111,1.68,True,81.9,0.02,81.9,True,2.54,2.83,74.0,-1.4,A 待突破,True,8:49,264.6,跌,143.0,16,False,3.0,-0.51,-0.6198,-1.1605,True,False,4.13,1.62,106.25,4.67,1.83,221.3,OHLC,↑,HH/HL,UT,False,265,4,HALO,10MA_R20
KNSA,2026-09-21,78.13,2.62,True,78.27,0.004,0.13,True,72.9,0.31,72.6,False,3.35,3.72,82.5,4.6,A 待突破,True,8:49,264.6,跌,223.0,27,False,3.0,-0.3737,-0.4622,-0.8782,True,True,-0.18,-0.05,79.33,-1.54,-0.46,42.0,OHLC,—,LH/LL,自然回檔,True,265,4,KNSA,Combined_R22
SCCO,2026-09-21,198.06,8.12,True,201.23,0.015,0.04,True,72.5,0.78,71.8,False,4.1,3.05,69.4,2.5,B 上升結構,True,8:49,264.6,跌,147.0,14,False,3.0,-1.4387,-1.9495,-2.9928,True,True,-1.6,-0.39,192.04,3.04,0.74,223.2,OHLC,—,LH/LL,UT,False,265,4,SCCO,SubSector_R12
SNOW,2026-09-21,339.39,15.58,True,333.83,0.296,0.22,True,69.5,1.09,68.4,False,4.59,3.14,76.8,-2.2,B 上升結構,True,8:49,264.6,跌,263.0,24,False,3.0,-0.9044,-1.3651,-4.0714,True,True,1.64,0.36,321.29,5.33,1.16,1884.5,OHLC,—,HH/HL,UT,True,265,4,SNOW,AI_R13+SubSector_R12+Combined_R22
SENEA,2026-09-21,180.86,6.88,True,190.97,0.597,0.29,True,78.3,0.07,78.3,True,3.81,2.25,59.4,-2.9,C 基底修復,True,8:18,248.8,跌,88.0,10,False,3.0,-2.3594,-2.3473,-2.7711,False,False,-5.59,-1.47,186.31,-3.01,-0.79,16.3,OHLC,↓,LH/LL,自然回檔,False,265,4,SENEA,Combined_R22
LITE,2026-09-21,954.49,66.15,True,900.82,2.244,0.21,True,45.4,1.01,44.4,False,6.93,6.22,62.9,8.2,B 上升結構,True,7:30,225.0,跌,75.0,6,False,3.0,-0.3055,-3.5116,-11.5408,True,True,5.62,0.81,895.0,6.23,0.9,4216.7,OHLC,↑,HH/HL,UT,False,265,4,LITE,AI_R13+SubSector_R12+Combined_R22
SNPS,2026-09-21,401.85,14.77,False,405.72,-0.411,-0.33,True,75.2,0.13,75.1,True,3.67,2.96,24.1,13.2,D 趨勢弱,True,6:58,208.8,跌,66.0,11,False,3.0,-1.26,-3.0883,-4.9426,True,True,-0.96,-0.26,388.99,3.2,0.87,844.1,OHLC,—,LH/LL,UT,False,265,4,SNPS,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_受惠
FET,2026-09-21,80.86,3.35,True,81.07,0.27,0.73,True,68.0,0.38,67.6,False,4.14,3.88,72.1,-7.5,A 待突破,True,8:49,264.6,跌,251.0,21,False,4.0,-0.6435,-0.586,-1.3724,False,True,-0.26,-0.06,79.86,1.24,0.3,15.8,OHLC,—,HH/HL,自然回檔,True,265,4,FET,10MA_R20
CVE,2026-09-21,31.57,0.96,True,32.16,0.089,0.84,False,82.3,-0.89,83.2,True,3.04,2.27,66.3,-10.9,A 待突破,True,6:18,188.8,跌,55.0,7,False,4.0,-0.2504,-0.1596,-0.2504,False,True,-1.86,-0.61,34.16,-8.2,-2.7,212.1,OHLC,↓,LH/LL,DT,False,265,4,CVE,Combined_R22
CRSP,2026-09-21,58.33,2.71,True,56.24,0.156,0.22,True,67.9,0.66,67.2,False,4.64,3.4,45.5,11.8,C 基底修復,True,9:32,286.2,升,9.0,1,False,5.0,0.1211,-0.1374,,False,True,3.57,0.77,51.83,11.14,2.4,89.3,OHLC,↑,HH/HL,UT,False,265,4,CRSP,SubSector_R12
CHD,2026-09-21,95.49,1.82,False,98.32,-0.269,-0.79,True,92.1,0.2,91.9,True,1.91,1.36,38.0,13.0,C 基底修復,True,8:49,264.6,跌,343.0,15,False,5.0,-0.2338,-0.3592,-0.8335,True,True,-2.96,-1.55,96.28,-0.83,-0.43,178.9,OHLC,↓,LH/LL,DT,False,265,4,CHD,SubSector_R12
WDAY,2026-09-21,191.92,8.64,True,195.28,0.382,0.35,True,64.6,0.7,63.9,False,4.5,4.18,62.0,-1.8,C 基底修復,True,8:49,264.6,跌,153.0,19,False,5.0,-1.5101,-1.5606,-3.4876,True,True,-1.75,-0.39,187.76,2.17,0.48,708.4,OHLC,—,HH/HL,次級回檔,True,265,4,WDAY,SubSector_R12
NOW,2026-09-21,137.68,6.2,True,133.48,0.603,0.6,True,66.8,1.11,65.7,False,4.5,3.74,53.8,1.4,C 基底修復,True,7:48,234.0,跌,80.0,10,False,5.0,-0.9824,-0.9703,-1.4944,False,True,3.05,0.68,142.35,-3.39,-0.75,2145.4,OHLC,↓,LH/LL,自然回檔,False,265,4,NOW,AI_R13+SubSector_R12+Combined_R22+10MA_R20
CRM,2026-09-21,236.42,9.35,True,233.61,1.109,0.79,True,69.9,0.63,69.3,False,3.96,3.7,52.5,-0.5,E 延伸,True,7:14,217.1,跌,71.0,8,False,5.0,-3.8636,-3.2222,-3.8636,False,True,1.19,0.3,259.43,-9.73,-2.46,3978.5,OHLC,↓,LH/LL,DT,False,265,4,CRM,AI_R13+SubSector_R12+Combined_R22
PG,2026-09-21,146.08,2.27,True,144.96,0.019,0.02,True,94.5,0.35,94.1,True,1.55,1.11,20.5,-10.9,D 趨勢弱,False,11:51,355.5,升,48.0,6,False,6.0,0.217,0.2801,,False,True,0.76,0.49,148.23,-1.47,-0.95,1226.0,OHLC,—,LH/LL,次級反彈,False,265,4,PG,SubSector_R12
ZD,2026-09-21,57.47,1.71,True,56.32,0.139,0.73,True,84.4,0.33,84.1,True,2.97,1.92,71.4,-0.4,A 待突破,False,11:28,344.2,升,41.0,5,False,6.0,0.0828,0.1608,,False,True,2.0,0.67,55.29,3.79,1.28,40.1,OHLC,↑,HH/HL,自然回檔,False,265,4,ZD,Combined_R22
ADP,2026-09-21,269.94,5.46,False,275.22,-0.09,0.02,True,89.3,0.22,89.1,True,2.02,1.87,57.7,-1.3,A 待突破,True,8:49,264.6,跌,187.0,14,False,6.0,-1.4833,-1.4982,-3.0643,True,True,-1.96,-0.97,276.63,-2.48,-1.22,599.2,OHLC,—,LH/LL,次級回檔,True,265,4,ADP,SubSector_R12
CBRE,2026-09-21,143.21,4.22,False,145.24,-0.239,-0.49,True,83.3,0.31,83.0,True,2.95,2.15,16.1,6.4,D 趨勢弱,True,8:49,264.6,跌,217.0,19,False,6.0,-0.3794,-0.7668,-1.4979,True,True,-1.42,-0.48,143.63,-0.29,-0.1,249.9,OHLC,—,LH/LL,自然反彈,True,265,4,CBRE,SubSector_R12
DHI,2026-09-21,139.25,3.86,False,143.11,-0.453,-0.58,True,84.8,0.48,84.3,True,2.77,2.05,13.2,5.0,D 趨勢弱,True,8:49,264.6,跌,117.0,16,False,6.0,-0.0379,-0.1591,-1.23,True,True,-2.77,-1.0,142.98,-2.68,-0.97,346.3,OHLC,—,LH/LL,自然反彈,True,265,4,DHI,SubSector_R12+RateHike_R2_迴避
HRB,2026-09-21,44.5,1.56,True,49.77,0.111,-0.1,True,75.4,0.55,74.8,True,3.51,3.1,32.3,-0.4,D 趨勢弱,True,8:49,264.6,跌,182.0,17,False,6.0,-0.7055,-0.8027,-1.2778,True,False,-11.84,-3.37,45.84,-3.01,-0.86,77.7,OHLC,↓,LH/LL,DT,False,265,4,HRB,SubSector_R12
J,2026-09-21,143.76,3.09,False,146.25,-0.059,0.04,True,90.4,0.15,90.3,True,2.15,1.49,62.0,-0.0,B 上升結構,True,8:49,264.6,跌,143.0,15,False,6.0,-0.6549,-0.7584,-1.5828,True,True,-1.74,-0.81,145.71,-1.36,-0.63,117.5,OHLC,—,LH/LL,UT,True,265,4,J,SubSector_R12
VZ,2026-09-21,47.68,1.03,True,49.39,0.043,0.51,True,89.6,0.09,89.5,True,2.16,1.67,38.5,-10.9,C 基底修復,True,8:01,240.7,跌,84.0,11,False,6.0,-0.4468,-0.3681,-0.4468,False,False,-3.59,-1.66,51.67,-8.37,-3.87,987.8,OHLC,↓,LH/LL,DT,False,265,4,VZ,SubSector_R12+10MA_R20_跌出+RateHike_R2_迴避
SPT,2026-09-21,10.33,0.55,True,10.6,0.035,0.58,True,57.9,0.88,57.0,False,5.3,4.8,52.4,-1.2,C 基底修復,True,7:37,228.5,跌,77.0,10,False,6.0,-0.1634,-0.1401,-0.1634,False,True,-2.61,-0.49,10.13,1.94,0.37,13.7,OHLC,↑,HH/HL,自然回檔,False,265,4,SPT,10MA_R20
PGR,2026-09-21,212.24,4.22,False,215.66,-0.041,0.12,True,88.2,0.12,88.1,True,1.99,2.13,43.5,-2.7,C 基底修復,True,7:00,210.0,跌,67.0,10,False,6.0,-0.8539,-0.6319,-2.4398,False,True,-1.61,-0.81,222.08,-4.64,-2.33,435.6,OHLC,↓,LH/LL,DT,False,265,4,PGR,SubSector_R12
OKE,2026-09-21,91.8,2.5,True,94.56,0.12,0.56,True,87.1,0.09,87.0,True,2.73,1.63,46.6,-17.2,C 基底修復,True,6:17,188.6,跌,55.0,5,False,6.0,-0.6016,-0.4929,-0.6016,False,False,-3.0,-1.1,99.3,-8.17,-3.0,347.1,OHLC,—,LH/LL,自然回檔,False,265,4,OKE,SubSector_R12
AMT,2026-09-21,174.6,3.89,True,175.11,0.03,0.28,True,89.1,0.61,88.5,True,2.23,1.71,33.2,-10.2,D 趨勢弱,False,5:40,170.0,跌,44.0,4,False,6.0,-0.309,-0.2534,-0.309,False,True,-0.29,-0.13,172.92,0.96,0.43,400.1,OHLC,—,HH/HL,次級回檔,True,265,4,AMT,SubSector_R12
TD,2026-09-21,124.04,2.02,True,120.61,0.008,0.03,True,93.7,0.11,93.6,True,1.63,1.25,81.3,-0.9,A 待突破,False,1:43,51.6,升,79.0,6,False,6.0,0.2821,0.1431,,False,True,2.77,1.7,119.14,3.95,2.43,227.8,OHLC,↑,HH/HL,UT,False,265,4,TD,Combined_R22
WST,2026-09-21,361.78,8.06,True,351.1,0.337,0.47,True,89.7,0.35,89.4,True,2.23,1.57,76.1,0.4,A 待突破,False,11:49,354.7,升,47.0,6,False,7.0,2.3997,2.6722,,False,True,2.95,1.32,370.67,-2.46,-1.1,200.8,OHLC,—,LH/LL,UT,False,265,4,WST,Combined_R22
ABBV,2026-09-21,264.48,5.47,True,257.87,0.641,0.64,True,90.5,0.29,90.2,True,2.07,1.55,81.4,10.0,A 待突破,False,11:00,330.0,升,33.0,4,False,7.0,0.5066,0.4528,,False,True,2.5,1.21,261.72,1.04,0.5,1122.3,OHLC,—,LH/LL,UT,False,265,4,ABBV,SubSector_R12+Combined_R22
BABA,2026-09-21,115.75,3.16,False,118.79,-0.266,-0.72,True,81.7,0.75,81.0,True,2.73,2.68,13.7,0.8,D 趨勢弱,True,9:28,284.0,升,8.0,1,False,7.0,0.3248,-0.1617,,False,True,-2.63,-0.96,118.9,-2.72,-1.0,1157.1,OHLC,↓,LH/LL,自然反彈,False,265,4,BABA,AI_R13
EXR,2026-09-21,137.46,2.65,False,141.11,-0.38,-0.93,True,92.3,0.27,92.1,True,1.93,1.28,23.4,2.2,D 趨勢弱,True,9:27,283.6,升,8.0,1,False,7.0,0.0119,-0.0689,,False,True,-2.66,-1.38,139.4,-1.41,-0.73,183.4,OHLC,—,LH/LL,自然回檔,True,265,4,EXR,SubSector_R12
MDB,2026-09-21,407.3,21.78,True,405.59,0.217,0.13,True,60.1,0.73,59.4,False,5.35,4.26,71.5,25.2,B 上升結構,True,8:49,264.6,跌,132.0,20,False,7.0,-0.3031,-2.5146,-11.9742,True,True,0.42,0.08,373.87,8.21,1.53,812.2,OHLC,—,LH/LL,UT,True,265,4,MDB,AI_R13+SubSector_R12+Combined_R22
APLE,2026-09-21,15.68,0.31,False,15.85,-0.024,-0.73,True,92.0,0.35,91.7,True,2.0,1.28,49.6,0.7,C 基底修復,True,9:29,284.5,升,8.0,1,False,8.0,0.0107,-0.007,,False,True,-1.07,-0.53,15.84,-1.05,-0.53,37.6,OHLC,—,LH/LL,UT,True,265,4,APLE,Combined_R22
ANGO,2026-09-21,15.42,0.48,False,15.59,-0.004,0.12,True,82.7,0.76,82.0,True,3.08,2.13,73.5,1.6,A 待突破,True,8:49,264.6,跌,409.0,22,False,8.0,-0.0632,-0.0696,-0.1622,True,True,-1.07,-0.35,15.89,-3.05,-0.99,6.0,OHLC,—,LH/LL,UT,True,265,4,ANGO,Combined_R22
ET,2026-09-21,20.9,0.33,True,21.22,0.036,0.56,False,94.7,-0.13,94.8,True,1.57,1.04,70.2,-7.3,C 基底修復,True,8:49,264.6,跌,110.0,12,False,8.0,-0.1104,-0.0959,-0.1104,False,True,-1.54,-0.98,20.13,3.68,2.34,157.1,OHLC,↑,HH/HL,自然回檔,False,265,4,ET,SubSector_R12
HCA,2026-09-21,425.97,12.63,True,418.72,0.529,0.35,True,82.7,0.12,82.6,True,2.96,2.26,22.7,-0.1,D 趨勢弱,False,12:57,28.6,升,66.0,7,False,8.0,0.6777,0.9555,,False,True,1.7,0.57,433.8,-1.84,-0.62,648.8,OHLC,—,LH/LL,UT,False,265,4,HCA,SubSector_R12+RateHike_R2_受惠
LIFE,2026-09-21,36.49,2.62,True,36.85,0.186,1.27,True,50.8,1.07,49.7,False,7.18,4.56,53.2,1.4,B 上升結構,True,8:18,248.8,跌,88.0,15,False,10.0,-0.8768,-0.829,-0.8768,False,True,-0.98,-0.14,38.85,-6.47,-0.9,58.9,OHLC,—,HH/HL,DT,False,162,4,LIFE,10MA_R20_跌出
NHC,2026-09-21,223.31,6.49,True,224.05,0.215,0.2,True,84.3,0.62,83.6,True,2.91,2.02,67.8,9.2,A 待突破,False,4:53,146.5,跌,31.0,2,False,11.0,-0.1863,-0.1172,-1.9736,False,True,-0.33,-0.11,219.88,1.54,0.53,24.2,OHLC,—,HH/HL,自然回檔,True,265,4,NHC,Combined_R22
EGP,2026-09-21,202.57,3.26,True,200.68,0.082,-0.3,True,94.2,0.03,94.2,True,1.61,1.13,42.9,-0.3,C 基底修復,False,1:00,30.0,升,67.0,7,False,11.0,0.7572,0.6299,,False,True,0.93,0.58,195.71,3.39,2.1,91.6,OHLC,—,HH/HL,自然反彈,False,265,4,EGP,SubSector_R12
RRBI,2026-09-21,101.62,2.08,True,101.94,0.046,0.08,True,91.9,0.12,91.8,True,2.05,1.25,71.4,-9.2,A 待突破,False,5:40,170.0,跌,44.0,5,False,12.0,-0.201,-0.1565,-0.3989,False,True,-0.32,-0.16,100.95,0.65,0.32,6.3,OHLC,—,HH/HL,UT,True,265,4,RRBI,Combined_R22
FBLA,2026-09-21,16.26,0.25,True,15.86,0.021,0.44,True,95.5,0.08,95.4,True,1.56,0.83,68.6,-0.6,A 待突破,False,2:15,67.5,升,88.0,10,False,12.0,0.0197,0.0126,,False,True,2.48,1.59,15.72,3.32,2.12,1.9,OHLC,—,HH/HL,UT,True,265,4,FBLA,10MA_R20
MSGS,2026-09-21,400.09,9.48,True,398.21,0.239,0.04,True,89.5,0.62,88.9,True,2.37,1.47,77.2,1.8,A 待突破,False,12:26,12.9,升,57.0,5,False,12.0,0.8573,0.5908,,False,True,0.47,0.2,401.88,-0.45,-0.19,111.0,OHLC,—,LH/LL,自然反彈,True,265,4,MSGS,Combined_R22
REX,2026-09-21,43.13,1.44,True,42.73,0.025,-0.11,True,82.9,0.08,82.9,True,3.35,1.83,44.0,-0.8,C 基底修復,False,1:29,44.6,升,75.0,10,False,13.0,0.2192,0.1996,,False,True,0.92,0.27,42.74,0.9,0.27,9.4,OHLC,—,LH/LL,UT,True,265,4,REX,Combined_R22
OPHC,2026-09-21,9.2,0.43,True,9.27,0.015,0.27,True,66.6,0.01,66.6,False,4.67,3.62,84.4,6.6,A 待突破,True,8:49,264.6,跌,166.0,21,False,14.0,-0.0441,-0.046,-0.1843,True,True,-0.75,-0.16,8.96,2.61,0.56,1.0,OHLC,—,HH/HL,自然反彈,True,265,4,OPHC,10MA_R20_跌出
FTI,2026-09-21,71.31,2.38,True,75.92,0.095,0.16,True,81.3,0.74,80.6,True,3.34,2.15,45.3,-2.3,C 基底修復,True,7:01,210.6,跌,67.0,9,False,14.0,-0.8858,-0.8579,-0.8858,False,False,-6.46,-1.93,74.57,-4.57,-1.37,212.9,OHLC,↓,LH/LL,DT,False,265,4,FTI,Combined_R22
VST,2026-09-21,140.78,4.94,True,143.02,0.144,-0.12,True,78.0,0.61,77.4,True,3.51,2.61,13.7,0.1,D 趨勢弱,False,4:10,125.1,跌,20.0,2,False,14.0,-0.1164,-0.0088,-1.9035,False,True,-1.59,-0.45,140.39,0.28,0.08,618.2,OHLC,↑,HH/HL,次級回檔,False,265,4,VST,AI_R13+SubSector_R12+Combined_R22
CNR,2026-09-21,90.75,3.14,True,95.9,0.157,0.53,True,79.9,0.47,79.4,True,3.46,2.3,21.6,-11.1,C 基底修復,True,7:43,231.4,跌,79.0,11,False,,-1.4588,-1.3964,-1.4588,False,False,-5.68,-1.64,,,,45.3,OHLC,—,HH/HL,DT,False,265,4,CNR,SubSector_R12
PEGA,2026-09-21,34.97,1.46,True,35.35,0.053,0.48,True,68.8,0.62,68.1,False,4.18,3.69,36.0,-0.4,D 趨勢弱,True,6:42,200.8,跌,62.0,4,False,,-0.3261,-0.2404,-0.4591,False,True,-1.07,-0.26,35.03,-0.17,-0.04,85.0,OHLC,↑,HH/HL,自然回檔,False,265,4,PEGA,10MA_R20
TARS,2026-09-21,77.46,3.14,True,76.59,0.494,0.87,True,70.1,0.55,69.5,False,4.06,3.56,61.2,2.4,B 上升結構,True,6:06,182.9,跌,52.0,6,False,,-0.945,-0.8471,-0.945,False,True,1.13,0.28,77.08,0.49,0.12,60.1,OHLC,↑,HH/HL,自然回檔,False,265,4,TARS,10MA_R20_跌出
DMLP,2026-09-21,29.42,0.54,True,28.66,0.099,1.57,False,92.2,-0.29,92.5,True,1.84,1.39,73.0,1.4,A 待突破,True,6:00,180.0,跌,50.0,4,False,,-0.0652,-0.0295,-0.2038,False,True,2.6,1.41,28.36,3.6,1.96,2.9,OHLC,—,HH/HL,自然回檔,True,265,4,DMLP,10MA_R20
FCFS,2026-09-21,216.12,7.38,True,221.02,0.381,0.21,True,79.3,0.18,79.1,True,3.42,2.47,56.9,-3.4,A 待突破,False,5:53,176.7,跌,48.0,5,False,,-1.1607,-0.9624,-2.114,False,True,-2.27,-0.66,214.47,0.76,0.22,100.6,OHLC,↑,HH/HL,自然回檔,False,265,4,FCFS,Combined_R22+10MA_R20_跌出
FMAO,2026-09-21,35.49,0.86,True,34.78,0.07,0.34,True,86.5,0.33,86.2,True,2.44,2.03,81.0,0.4,A 待突破,False,3:35,107.3,跌,10.0,1,False,,-0.0153,0.0097,-0.2878,False,True,2.01,0.83,33.69,5.07,2.08,1.6,OHLC,↑,HH/HL,UT,False,265,4,FMAO,10MA_R20
ELV,2026-09-21,409.31,10.2,True,405.77,0.501,0.57,True,85.1,0.42,84.7,True,2.49,2.26,70.3,-0.9,A 待突破,False,3:33,106.7,跌,9.0,1,False,,-0.1368,0.3598,-3.7329,False,True,0.86,0.35,396.9,3.03,1.22,463.3,OHLC,↑,HH/HL,自然回檔,False,265,4,ELV,SubSector_R12
MO,2026-09-21,68.53,1.46,True,67.69,0.023,0.17,True,88.4,0.07,88.4,True,2.13,1.94,39.5,-7.9,C 基底修復,False,2:49,84.6,升,186.0,21,False,,0.084,0.1915,,False,True,1.23,0.58,67.89,0.93,0.44,567.6,OHLC,↑,HH/HL,自然回檔,False,265,4,MO,SubSector_R12
KR,2026-09-21,59.69,1.49,True,58.23,0.12,0.53,True,87.7,0.18,87.6,True,2.5,1.72,21.4,0.4,D 趨勢弱,False,12:44,22.0,升,62.0,7,False,,0.2381,0.3386,,False,True,2.44,0.97,62.55,-4.79,-1.91,424.4,OHLC,—,LH/LL,自然回檔,False,265,4,KR,SubSector_R12
ARWR,2026-09-21,68.79,3.98,False,79.36,-0.71,-1.65,True,60.0,1.23,58.8,False,5.79,3.85,25.5,2.2,D 趨勢弱,True,8:49,264.6,跌,153.0,27,True,0.0,-2.0239,-2.2728,-2.2728,True,False,-15.37,-2.65,86.49,-25.73,-4.44,136.3,OHLC,↓,LH/LL,自然反彈,False,265,3,ARWR,Combined_R22
COMP,2026-09-21,10.13,0.53,False,11.12,-0.092,-1.02,True,64.6,0.27,64.3,False,5.26,3.44,16.5,1.1,D 趨勢弱,True,8:49,264.6,跌,197.0,24,True,0.0,-0.0424,-0.0467,-0.2689,True,False,-9.77,-1.86,10.65,-5.13,-0.98,131.2,OHLC,—,LH/LL,DT,True,265,3,COMP,SubSector_R12
ELVN,2026-09-21,48.87,2.33,False,55.37,-0.551,-1.51,True,72.1,0.46,71.7,False,4.76,2.47,43.0,-0.6,D 趨勢弱,True,8:49,264.6,跌,216.0,27,True,0.0,-1.2109,-1.2377,-1.2377,True,False,-13.3,-2.79,50.24,-2.8,-0.59,68.5,OHLC,↓,LH/LL,DT,False,265,3,ELVN,Combined_R22
ENVA,2026-09-21,171.36,9.77,False,215.0,-2.942,-2.96,True,58.3,0.3,58.0,False,5.7,4.3,18.9,-0.8,D 趨勢弱,True,8:49,264.6,跌,170.0,30,True,0.0,-6.1012,-6.2981,-6.2981,True,False,-25.47,-4.47,179.06,-4.49,-0.79,66.1,OHLC,↓,LH/LL,DT,False,265,3,ENVA,Combined_R22
IONS,2026-09-21,44.9,2.4,False,54.3,-0.476,-1.28,True,58.9,1.38,57.5,False,5.34,4.54,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,114.0,11,True,0.0,-1.425,-1.5244,-1.5244,True,False,-20.94,-3.92,46.75,-4.12,-0.77,172.5,OHLC,↓,LH/LL,DT,False,265,3,IONS,SubSector_R12
MGM,2026-09-21,38.73,0.9,False,41.33,-0.249,-1.88,False,90.3,-0.28,90.6,True,2.31,1.37,13.2,4.7,D 趨勢弱,True,8:49,264.6,跌,168.0,17,True,0.0,-0.1733,-0.2446,-0.3478,True,False,-6.71,-2.9,44.31,-14.41,-6.23,91.3,OHLC,↓,LH/LL,自然反彈,False,265,3,MGM,SubSector_R12
PKE,2026-09-21,30.3,1.3,False,33.04,-0.179,-0.98,True,71.5,0.73,70.7,False,4.3,3.05,35.2,4.3,D 趨勢弱,True,8:49,264.6,跌,185.0,23,True,0.0,-0.0319,-0.0406,-0.5983,True,False,-9.06,-2.11,31.76,-4.82,-1.12,7.9,OHLC,—,LH/LL,DT,True,265,3,PKE,Combined_R22
Z,2026-09-21,30.65,1.48,False,33.71,-0.103,-0.39,True,67.6,1.35,66.3,False,4.82,3.27,0.8,0.8,D 趨勢弱,True,8:49,264.6,跌,134.0,15,True,0.0,-0.4179,-0.4754,-0.5012,True,False,-9.97,-2.07,33.18,-8.25,-1.71,105.5,OHLC,↓,LH/LL,自然反彈,False,265,3,Z,SubSector_R12
METC,2026-09-21,9.37,0.89,False,11.91,-0.004,0.27,True,40.2,1.58,38.6,False,9.5,5.24,10.0,10.0,D 趨勢弱,True,8:11,245.3,跌,86.0,9,True,0.0,-0.42,-0.4427,-0.4427,True,False,-27.07,-2.85,,,,21.0,OHLC,—,HH/HL,DT,False,265,3,METC,SubSector_R12
RCAT,2026-09-21,6.95,0.57,False,8.86,-0.084,-0.83,True,44.2,1.56,42.7,False,8.24,5.26,0.0,0.0,D 趨勢弱,True,8:03,241.6,跌,84.0,20,True,0.0,-0.1598,-0.1726,-0.1785,True,False,-27.5,-3.34,7.96,-14.6,-1.77,55.4,OHLC,↓,LH/LL,自然反彈,False,265,3,RCAT,SubSector_R12
