ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
CELH,2026-09-21,28.02,1.34,True,29.94,0.339,0.69,True,61.1,0.88,60.2,False,4.77,4.64,11.1,-0.7,D 趨勢弱,True,8:49,264.6,跌,126.0,13,False,5.0,-0.2841,-0.3455,-0.7418,True,False,-6.84,-1.44,28.45,-1.53,-0.32,219.9,OHLC,↓,LH/LL,次級反彈,False,265,3,CELH,SubSector_R12
INVH,2026-09-21,27.08,0.46,False,28.61,-0.096,-1.61,True,94.1,0.15,93.9,True,1.7,1.08,19.8,1.4,D 趨勢弱,True,8:49,264.6,跌,137.0,18,False,5.0,-0.1246,-0.1514,-0.2123,True,False,-5.65,-3.33,,,,136.2,OHLC,—,HH/HL,DT,False,265,3,INVH,SubSector_R12
KMB,2026-09-21,97.74,2.27,False,103.9,-0.31,-1.08,True,89.0,0.32,88.7,True,2.32,1.63,12.0,1.1,D 趨勢弱,True,8:49,264.6,跌,158.0,16,False,5.0,-0.5956,-0.7305,-1.3186,True,False,-6.3,-2.72,109.29,-11.82,-5.09,455.6,OHLC,↓,LH/LL,DT,False,265,3,KMB,SubSector_R12
MAA,2026-09-21,118.86,2.21,False,127.6,-0.551,-1.36,True,93.0,0.39,92.6,True,1.86,1.18,10.2,-0.5,D 趨勢弱,True,8:49,264.6,跌,229.0,18,False,5.0,-0.7945,-0.758,-0.7945,False,False,-7.35,-3.95,130.02,-9.39,-5.05,121.4,OHLC,↓,LH/LL,DT,False,265,3,MAA,SubSector_R12
PEP,2026-09-21,129.59,2.3,False,137.75,-0.461,-0.81,True,92.4,0.09,92.3,True,1.78,1.42,6.8,0.2,D 趨勢弱,True,8:49,264.6,跌,125.0,15,False,5.0,-0.9753,-0.8775,-0.9753,False,False,-6.29,-3.54,138.8,-7.11,-4.0,1150.4,OHLC,↓,LH/LL,DT,False,265,3,PEP,SubSector_R12
PLTR,2026-09-21,183.09,7.05,True,175.69,0.73,1.12,True,66.0,1.02,65.0,False,3.85,4.56,62.4,-1.0,B 上升結構,True,8:49,264.6,跌,106.0,14,False,5.0,-0.5825,-1.1965,-3.1552,True,False,4.04,1.05,172.73,5.66,1.47,5100.0,OHLC,—,HH/HL,自然反彈,False,265,3,PLTR,AI_R13+SubSector_R12+Combined_R22
TEAM,2026-09-21,195.67,8.7,True,175.87,4.431,1.77,True,58.4,1.51,56.9,False,4.45,5.54,69.7,-0.5,E 延伸,True,8:49,264.6,跌,103.0,11,False,5.0,-1.6651,-1.9201,-3.2948,True,False,10.12,2.28,186.44,4.72,1.06,729.9,OHLC,↑,HH/HL,UT,False,265,3,TEAM,SubSector_R12
AJG,2026-09-21,236.61,6.91,False,255.45,-0.375,-0.16,True,83.0,0.29,82.7,True,2.92,2.24,23.9,-13.2,C 基底修復,True,8:41,260.3,跌,95.0,14,False,5.0,-2.456,-2.3934,-3.2277,False,False,-7.96,-2.73,253.3,-7.05,-2.42,326.3,OHLC,↓,LH/LL,DT,False,265,3,AJG,SubSector_R12
GILD,2026-09-21,150.56,3.54,True,145.45,0.753,1.21,False,88.1,-0.01,88.1,True,2.35,1.8,63.2,-2.5,A 待突破,True,8:13,246.5,跌,87.0,10,False,5.0,-0.1959,-0.2984,-0.9237,True,False,3.39,1.44,145.68,3.24,1.38,883.9,OHLC,↑,HH/HL,UT,False,265,3,GILD,SubSector_R12+Combined_R22
LRN,2026-09-21,79.5,2.47,False,82.58,-0.135,-0.03,True,77.9,0.48,77.4,True,3.1,3.03,29.6,5.8,D 趨勢弱,True,6:54,207.1,跌,65.0,9,False,5.0,-0.4557,-0.4259,-0.8072,False,False,-3.88,-1.25,83.56,-5.11,-1.65,56.2,OHLC,↓,LH/LL,DT,False,265,3,LRN,SubSector_R12
CMG,2026-09-21,33.14,1.18,True,35.25,0.043,-0.07,True,75.0,0.17,74.8,False,3.55,3.13,25.8,-3.3,D 趨勢弱,True,6:41,200.5,跌,61.0,9,False,5.0,-0.5635,-0.5513,-0.5635,False,False,-6.37,-1.79,37.22,-12.31,-3.47,408.4,OHLC,—,HH/HL,DT,False,265,3,CMG,SubSector_R12
INBK,2026-09-21,27.61,0.97,False,28.42,-0.024,-0.27,True,79.3,1.03,78.3,True,3.5,2.36,50.9,-1.7,C 基底修復,False,5:29,164.7,跌,42.0,7,False,5.0,-0.1364,-0.1284,-0.2749,False,True,-2.93,-0.84,28.59,-3.55,-1.01,1.6,OHLC,—,HH/HL,DT,False,265,3,INBK,10MA_R20_跌出
AVTR,2026-09-21,15.1,0.47,True,14.69,0.058,0.99,False,78.0,-0.69,78.6,True,3.1,3.03,67.9,7.8,A 待突破,False,4:10,125.1,跌,20.0,2,False,5.0,-0.0422,-0.0025,-0.117,False,True,2.75,0.89,14.81,1.92,0.62,121.3,OHLC,↑,HH/HL,自然回檔,False,265,3,AVTR,10MA_R20
REFI,2026-09-21,10.8,0.23,True,10.76,0.031,1.05,False,91.1,-0.66,91.8,True,2.17,1.33,26.3,1.9,D 趨勢弱,False,3:41,110.3,跌,11.0,1,False,5.0,-0.0007,0.0159,-0.0535,False,True,0.36,0.17,10.7,0.93,0.43,2.3,OHLC,↑,HH/HL,自然回檔,False,265,3,REFI,10MA_R20
RUSHB,2026-09-21,53.61,2.06,True,53.86,0.032,0.92,False,79.2,-1.28,80.5,True,3.83,2.06,62.9,-1.1,B 上升結構,False,11:58,358.9,升,49.0,5,False,6.0,0.4755,0.6015,,False,True,-0.47,-0.12,51.71,3.54,0.92,12.4,OHLC,↑,HH/HL,自然回檔,False,265,3,RUSHB,Combined_R22
FR,2026-09-21,62.0,0.99,False,62.18,-0.041,-0.65,True,94.4,0.08,94.3,True,1.59,1.09,41.6,1.4,C 基底修復,False,11:19,339.4,升,39.0,4,False,6.0,0.1427,0.1204,,False,True,-0.29,-0.18,61.13,1.4,0.88,57.1,OHLC,—,LH/LL,自然反彈,True,265,3,FR,SubSector_R12
CYRX,2026-09-21,17.62,0.64,True,16.02,0.132,0.56,True,78.5,0.53,77.9,True,3.62,2.41,72.1,-2.4,B 上升結構,False,10:45,322.4,升,29.0,4,False,6.0,0.1679,0.1126,,False,False,9.09,2.51,16.72,5.11,1.41,9.0,OHLC,—,LH/LL,UT,False,265,3,CYRX,Combined_R22
TMO,2026-09-21,658.76,15.33,True,621.9,2.652,1.13,True,88.2,0.46,87.8,True,2.33,1.79,71.5,1.8,A 待突破,False,10:32,315.8,升,25.0,4,False,6.0,2.8893,2.4109,,False,False,5.6,2.4,663.57,-0.73,-0.31,1360.4,OHLC,—,LH/LL,UT,False,265,3,TMO,SubSector_R12+10MA_R20+RateHike_R2_受惠
MEDP,2026-09-21,624.2,15.6,True,602.01,0.85,0.44,True,84.5,0.28,84.3,True,2.5,2.37,83.1,0.7,A 待突破,False,10:19,309.3,升,22.0,4,False,6.0,1.5715,0.8449,,False,False,3.56,1.42,625.0,-0.13,-0.05,136.8,OHLC,—,LH/LL,UT,False,265,3,MEDP,Combined_R22
HIMS,2026-09-21,29.35,1.64,False,29.67,-0.05,-0.2,True,54.0,1.11,52.9,False,5.58,5.39,43.8,5.6,D 趨勢弱,True,9:53,296.7,升,15.0,2,False,6.0,0.1128,0.0021,,False,True,-1.09,-0.19,28.81,1.84,0.33,275.2,OHLC,—,LH/LL,自然反彈,True,265,3,HIMS,SubSector_R12
ACN,2026-09-21,186.11,7.27,True,183.75,0.455,0.48,False,74.1,-0.52,74.7,False,3.91,2.93,37.4,-1.6,D 趨勢弱,True,8:49,264.6,跌,160.0,14,False,6.0,-1.0269,-0.9841,-2.2022,False,True,1.27,0.32,181.38,2.54,0.65,929.7,OHLC,↑,HH/HL,自然反彈,False,265,3,ACN,AI_R13+SubSector_R12
ALRS,2026-09-21,32.44,0.69,False,33.11,-0.02,-0.32,False,92.2,-0.07,92.2,True,2.14,1.1,63.2,-1.5,C 基底修復,True,8:49,264.6,跌,407.0,31,False,6.0,-0.1,-0.0739,-0.2241,False,True,-2.08,-0.97,33.6,-3.58,-1.67,4.9,OHLC,—,LH/LL,DT,True,265,3,ALRS,Combined_R22
BXP,2026-09-21,64.13,1.49,False,66.66,-0.159,-0.95,True,88.7,0.44,88.3,True,2.33,1.68,34.6,13.2,C 基底修復,True,8:49,264.6,跌,160.0,14,False,6.0,-0.2722,-0.3706,-0.5728,True,False,-3.95,-1.7,63.19,1.47,0.63,88.7,OHLC,—,HH/HL,DT,False,265,3,BXP,SubSector_R12
CDNA,2026-09-21,54.33,2.11,True,49.64,0.22,0.57,True,63.8,0.72,63.1,False,3.88,4.98,75.0,0.5,E 延伸,True,8:49,264.6,跌,274.0,26,False,6.0,-0.0066,-0.0264,-0.4834,True,False,8.63,2.23,48.97,9.87,2.54,59.5,OHLC,↑,HH/HL,UT,False,265,3,CDNA,10MA_R20
CRCT,2026-09-21,5.65,0.2,False,5.69,-0.013,-0.03,True,72.6,0.26,72.4,False,3.58,3.54,62.6,-0.6,B 上升結構,True,8:49,264.6,跌,185.0,24,False,6.0,-0.0269,-0.0302,-0.0776,True,True,-0.63,-0.18,5.73,-1.42,-0.39,3.9,OHLC,—,LH/LL,自然反彈,True,265,3,CRCT,10MA_R20
DASH,2026-09-21,193.83,7.2,False,214.16,-1.0,-0.3,True,77.8,0.3,77.5,True,3.71,2.44,26.9,-9.9,D 趨勢弱,True,8:49,264.6,跌,101.0,14,False,6.0,-3.261,-3.6455,-4.9417,True,False,-10.49,-2.82,191.74,1.08,0.29,729.1,OHLC,—,HH/HL,DT,False,265,3,DASH,Combined_R22
DEO,2026-09-21,86.82,1.75,False,91.05,-0.63,-0.55,True,89.2,0.01,89.2,True,2.02,1.89,32.0,1.7,C 基底修復,True,8:49,264.6,跌,325.0,24,False,6.0,-0.451,-0.5755,-1.1268,True,False,-4.87,-2.42,88.38,-1.8,-0.89,85.4,OHLC,↓,LH/LL,DT,False,265,3,DEO,SubSector_R12
DOCS,2026-09-21,26.84,1.18,False,25.69,-2.319,-1.05,True,62.7,1.4,61.3,False,4.41,4.67,38.5,-1.1,D 趨勢弱,True,8:49,264.6,跌,160.0,11,False,6.0,-0.0218,-0.0694,-0.3038,True,True,4.29,0.97,25.81,3.84,0.87,72.3,OHLC,↑,HH/HL,UT,False,265,3,DOCS,SubSector_R12
EHC,2026-09-21,121.56,2.69,False,122.22,-0.123,0.46,False,88.1,-0.13,88.2,True,2.21,1.93,72.2,-0.1,C 基底修復,True,8:49,264.6,跌,155.0,23,False,6.0,-0.2492,-0.1872,-0.7783,False,True,-0.54,-0.25,119.7,1.53,0.69,100.4,OHLC,—,HH/HL,UT,True,265,3,EHC,SubSector_R12
JLL,2026-09-21,340.07,10.32,False,362.07,-0.865,-0.52,True,83.4,0.74,82.7,True,3.03,2.05,29.2,3.6,D 趨勢弱,True,8:49,264.6,跌,146.0,17,False,6.0,-2.9883,-3.6497,-5.4642,True,False,-6.47,-2.13,367.78,-8.15,-2.68,108.8,OHLC,↓,LH/LL,DT,False,265,3,JLL,SubSector_R12
MNDY,2026-09-21,87.96,5.39,False,90.08,-0.26,-0.03,True,55.8,1.59,54.3,False,6.13,4.42,30.2,3.8,D 趨勢弱,True,8:49,264.6,跌,101.0,11,False,6.0,-0.7575,-0.7394,-1.8335,False,True,-2.41,-0.39,96.1,-9.26,-1.51,107.5,OHLC,↓,LH/LL,自然反彈,False,265,3,MNDY,Combined_R22
NFLX,2026-09-21,73.36,2.41,False,77.53,-0.085,-0.14,True,80.3,0.51,79.8,True,3.28,2.41,6.5,2.0,D 趨勢弱,True,8:49,264.6,跌,107.0,11,False,6.0,-0.9091,-0.8924,-0.9091,False,False,-5.68,-1.73,80.32,-9.49,-2.89,2312.9,OHLC,↓,LH/LL,自然反彈,False,265,3,NFLX,SubSector_R12+Combined_R22
PAYX,2026-09-21,115.01,2.64,False,120.4,-0.198,-0.32,True,87.7,0.04,87.6,True,2.3,1.94,41.3,-1.9,C 基底修復,True,8:49,264.6,跌,178.0,14,False,6.0,-0.9251,-0.9584,-1.707,True,False,-4.69,-2.04,118.51,-3.04,-1.33,307.9,OHLC,—,LH/LL,自然回檔,True,265,3,PAYX,SubSector_R12
PESI,2026-09-21,17.34,0.94,False,18.25,-0.01,0.08,True,59.0,1.45,57.6,False,5.45,4.4,68.3,-13.2,C 基底修復,True,8:49,264.6,跌,176.0,27,False,6.0,-0.2051,-0.1748,-0.3003,False,True,-5.22,-0.96,18.77,-8.25,-1.51,5.3,OHLC,—,LH/LL,DT,True,265,3,PESI,10MA_R20_跌出
PHM,2026-09-21,118.97,3.21,False,123.91,-0.402,-0.87,True,85.7,0.26,85.5,True,2.7,1.93,19.0,4.9,D 趨勢弱,True,8:49,264.6,跌,210.0,28,False,6.0,-0.2743,-0.4672,-1.2094,True,False,-4.15,-1.54,120.46,-1.25,-0.46,182.1,OHLC,↓,LH/LL,自然反彈,False,265,3,PHM,SubSector_R12
SCI,2026-09-21,77.56,1.79,False,81.88,-0.268,-0.82,True,89.7,0.39,89.3,True,2.31,1.5,21.6,-0.5,D 趨勢弱,True,8:49,264.6,跌,295.0,30,False,6.0,-0.4869,-0.4291,-0.5366,False,False,-5.57,-2.41,82.21,-6.0,-2.6,66.2,OHLC,↓,LH/LL,DT,False,265,3,SCI,SubSector_R12
SHW,2026-09-21,321.31,7.5,False,338.99,-1.488,-1.06,True,87.6,0.34,87.3,True,2.33,1.9,30.5,2.5,D 趨勢弱,True,8:49,264.6,跌,190.0,25,False,6.0,-0.7783,-1.1059,-3.4417,True,False,-5.5,-2.36,328.44,-2.22,-0.95,514.2,OHLC,—,LH/LL,自然反彈,True,265,3,SHW,SubSector_R12
SLG,2026-09-21,52.94,1.64,False,55.16,-0.113,-0.42,True,82.7,0.64,82.1,True,3.09,2.12,40.9,-5.3,C 基底修復,True,8:49,264.6,跌,203.0,16,False,6.0,-0.2956,-0.4288,-0.8307,True,False,-4.2,-1.36,53.08,-0.26,-0.09,42.8,OHLC,↓,LH/LL,自然反彈,False,265,3,SLG,SubSector_R12
SPG,2026-09-21,204.98,3.38,False,212.91,-0.498,-1.28,True,94.0,0.31,93.7,True,1.65,1.13,33.8,2.0,C 基底修復,True,8:49,264.6,跌,333.0,35,False,6.0,-0.0693,-0.2564,-1.7103,True,False,-3.87,-2.34,206.94,-0.96,-0.58,266.5,OHLC,↓,LH/LL,DT,False,265,3,SPG,SubSector_R12
SYK,2026-09-21,274.19,9.46,False,305.94,-1.755,-1.08,True,78.0,0.64,77.4,True,3.45,2.66,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,310.0,26,False,6.0,-1.5607,-1.9214,-6.5941,True,False,-11.58,-3.35,284.76,-3.85,-1.12,825.3,OHLC,↓,LH/LL,DT,False,265,3,SYK,SubSector_R12
TAP,2026-09-21,37.56,1.1,False,39.49,-0.151,-1.55,True,84.2,0.2,84.0,True,2.92,2.01,3.1,-0.2,D 趨勢弱,True,8:49,264.6,跌,220.0,19,False,6.0,-0.2046,-0.184,-0.3896,False,False,-5.15,-1.76,39.27,-4.55,-1.56,200.9,OHLC,↓,LH/LL,DT,False,265,3,TAP,SubSector_R12
TOL,2026-09-21,135.5,3.92,False,141.7,-0.459,-0.88,True,84.4,0.12,84.3,True,2.89,2.01,17.8,5.2,D 趨勢弱,True,8:49,264.6,跌,189.0,28,False,6.0,-0.1683,-0.4549,-1.2306,True,False,-4.57,-1.58,136.99,-1.1,-0.38,127.3,OHLC,↓,LH/LL,自然反彈,False,265,3,TOL,SubSector_R12
VNO,2026-09-21,35.58,1.04,False,36.96,-0.132,-1.25,True,85.3,0.58,84.7,True,2.93,1.79,41.2,4.0,C 基底修復,True,8:49,264.6,跌,485.0,54,False,6.0,-0.016,-0.1082,-0.4075,True,False,-3.88,-1.33,35.44,0.39,0.13,44.7,OHLC,↓,LH/LL,自然反彈,False,265,3,VNO,SubSector_R12
APPF,2026-09-21,209.84,8.41,True,214.91,0.514,0.59,False,73.1,-0.27,73.4,False,4.01,3.02,56.1,-4.5,C 基底修復,True,8:48,263.8,跌,97.0,12,False,6.0,-1.9769,-1.5661,-3.9525,False,True,-2.41,-0.6,205.65,2.0,0.5,67.4,OHLC,↑,HH/HL,自然回檔,False,265,3,APPF,10MA_R20
APA,2026-09-21,43.81,1.55,True,43.33,0.229,1.15,False,77.5,-0.34,77.9,True,3.54,2.67,64.9,-0.8,B 上升結構,False,4:49,144.7,跌,30.0,4,False,6.0,-0.2321,-0.1118,-0.2321,False,True,1.1,0.31,42.77,2.37,0.67,240.5,OHLC,↑,HH/HL,自然回檔,False,265,3,APA,RateHike_R2_索引
EPAM,2026-09-21,113.13,4.91,True,111.3,0.773,0.77,True,68.5,0.09,68.4,False,4.34,3.59,34.0,0.2,D 趨勢弱,False,4:38,139.1,跌,27.0,4,False,6.0,-1.0556,-0.7539,-1.0556,False,True,1.62,0.37,114.52,-1.23,-0.28,127.5,OHLC,—,HH/HL,DT,False,265,3,EPAM,SubSector_R12+10MA_R20
COKE,2026-09-21,189.9,6.27,True,192.27,0.02,0.42,False,81.3,-0.01,81.3,True,3.3,2.19,58.3,1.7,B 上升結構,False,4:16,127.9,跌,21.0,1,False,6.0,-0.4108,0.022,-0.8643,False,True,-1.25,-0.38,197.4,-3.95,-1.2,107.5,OHLC,↓,LH/LL,DT,False,265,3,COKE,10MA_R20
AIG,2026-09-21,74.54,1.32,False,76.05,-0.147,-0.46,True,93.0,0.02,93.0,True,1.78,1.26,25.1,-2.0,D 趨勢弱,False,3:53,116.7,跌,15.0,1,False,6.0,-0.0191,0.0439,-0.4915,False,True,-2.03,-1.14,76.29,-2.35,-1.32,312.7,OHLC,—,LH/LL,DT,True,265,3,AIG,SubSector_R12
CNC,2026-09-21,64.99,2.37,False,65.88,-0.016,0.17,True,78.6,0.95,77.7,True,3.65,2.35,64.9,-0.8,C 基底修復,False,3:53,116.7,跌,15.0,2,False,6.0,-0.1253,-0.0264,-0.8436,False,True,-1.37,-0.38,63.89,1.69,0.46,306.6,OHLC,↑,HH/HL,自然回檔,False,265,3,CNC,SubSector_R12+Combined_R22
KARO,2026-09-21,65.43,2.01,True,64.48,0.053,0.13,False,81.5,-0.28,81.8,True,3.07,2.39,78.3,8.2,A 待突破,False,3:30,105.0,跌,8.0,1,False,6.0,-0.0443,0.0967,-0.73,False,True,1.45,0.47,68.76,-5.09,-1.66,3.6,OHLC,—,LH/LL,自然回檔,False,265,3,KARO,Combined_R22
MTCH,2026-09-21,43.16,1.23,True,41.14,0.231,0.93,True,83.3,0.33,83.0,True,2.84,2.26,65.3,6.8,A 待突破,False,12:36,18.0,升,60.0,6,False,6.0,0.0282,0.0801,,False,False,4.67,1.64,41.15,4.66,1.64,150.2,OHLC,↑,HH/HL,自然回檔,False,265,3,MTCH,SubSector_R12
GOOGL,2026-09-21,354.97,8.41,True,343.54,0.105,-0.5,True,86.0,0.13,85.8,True,2.37,2.22,56.4,-1.1,B 上升結構,False,12:02,1.1,升,51.0,6,False,6.0,2.0019,1.5445,,False,False,3.22,1.36,327.74,7.67,3.24,9190.3,OHLC,↑,HH/HL,UT,False,265,3,GOOGL,AI_R13+SubSector_R12+Combined_R22
GL,2026-09-21,172.16,3.48,False,175.04,-0.414,-0.63,True,91.2,0.06,91.1,True,2.02,1.46,61.7,-0.4,C 基底修復,False,11:27,343.5,升,41.0,5,False,7.0,0.2225,0.2485,,False,True,-1.67,-0.83,176.19,-2.34,-1.16,67.9,OHLC,—,LH/LL,UT,True,265,3,GL,Combined_R22
OSPN,2026-09-21,17.6,0.55,True,16.74,0.029,0.77,True,82.3,0.64,81.7,True,3.13,2.16,56.7,-1.9,E 延伸,False,11:14,336.8,升,37.0,7,False,7.0,0.1056,0.1312,,False,False,4.86,1.55,16.1,8.52,2.72,8.8,OHLC,↑,HH/HL,自然回檔,False,265,3,OSPN,10MA_R20
SAIC,2026-09-21,133.35,3.89,True,128.82,0.193,0.49,True,85.4,0.6,84.8,True,2.92,1.77,69.8,-1.8,A 待突破,False,11:07,333.7,升,35.0,5,False,7.0,0.2415,0.2848,,False,False,3.4,1.16,136.08,-2.05,-0.7,71.9,OHLC,—,LH/LL,UT,False,265,3,SAIC,10MA_R20
GSAT,2026-09-21,83.04,0.7,False,82.35,-0.034,-0.45,True,97.8,0.09,97.7,True,0.85,0.74,91.0,0.7,A 待突破,False,10:55,327.3,升,32.0,3,False,7.0,0.083,0.0452,,False,True,0.83,0.97,81.57,1.77,2.09,50.1,OHLC,↑,HH/HL,自然反彈,False,265,3,GSAT,Combined_R22
KOPN,2026-09-21,4.85,0.31,True,4.75,0.013,0.24,True,46.5,1.34,45.2,False,6.36,6.5,62.7,-8.0,C 基底修復,False,10:13,306.5,升,20.0,2,False,7.0,0.0302,0.0119,,False,True,1.97,0.31,4.89,-0.82,-0.13,17.2,OHLC,↑,HH/HL,UT,False,265,3,KOPN,10MA_R20
TJX,2026-09-21,130.96,3.02,False,135.34,-0.752,-1.93,True,89.9,0.54,89.4,True,2.3,1.45,9.7,6.4,D 趨勢弱,True,9:41,290.6,升,11.0,2,False,7.0,0.743,0.2636,,False,False,-3.35,-1.45,154.26,-17.79,-7.72,1191.9,OHLC,↓,LH/LL,自然反彈,False,265,3,TJX,SubSector_R12+Combined_R22
RL,2026-09-21,339.82,10.02,False,356.69,-2.023,-1.02,True,84.7,0.52,84.2,True,2.95,1.88,16.9,3.7,D 趨勢弱,True,9:36,288.0,升,10.0,1,False,7.0,0.5438,-0.0184,,False,False,-4.96,-1.68,346.73,-2.03,-0.69,237.2,OHLC,↓,LH/LL,自然反彈,False,265,3,RL,SubSector_R12
LLY,2026-09-21,1164.89,30.01,False,1184.73,-0.81,0.0,False,85.6,-0.09,85.7,True,2.58,2.09,59.2,4.8,C 基底修復,True,9:35,287.7,升,10.0,1,False,7.0,1.7614,-0.2016,,False,True,-1.7,-0.66,1113.29,4.43,1.72,2764.4,OHLC,—,HH/HL,自然反彈,False,265,3,LLY,SubSector_R12+Combined_R22
PKG,2026-09-21,238.31,5.91,False,240.84,-0.433,-0.58,False,87.6,-0.43,88.1,True,2.48,1.76,40.7,5.6,C 基底修復,True,9:22,281.0,升,6.0,1,False,7.0,0.3814,-0.0984,,False,True,-1.06,-0.43,228.84,3.97,1.6,147.8,OHLC,↑,HH/HL,UT,False,265,3,PKG,SubSector_R12
GD,2026-09-21,353.9,6.52,False,370.06,-1.188,-1.0,True,93.3,0.27,93.1,True,1.84,1.12,21.7,2.1,D 趨勢弱,True,8:49,264.6,跌,541.0,25,False,7.0,-0.669,-0.8711,-3.7351,True,False,-4.57,-2.48,362.39,-2.4,-1.3,400.7,OHLC,—,LH/LL,自然反彈,True,265,3,GD,SubSector_R12+Combined_R22
KFRC,2026-09-21,51.58,1.88,False,55.23,-0.242,-0.58,True,77.2,0.51,76.6,True,3.64,2.64,46.7,-0.5,D 趨勢弱,True,8:49,264.6,跌,607.0,41,False,7.0,-0.1986,-0.2596,-0.8565,True,False,-7.07,-1.94,52.76,-2.29,-0.63,14.5,OHLC,—,LH/LL,自然反彈,True,265,3,KFRC,Combined_R22
LYV,2026-09-21,169.18,4.06,False,177.45,-0.382,-0.64,True,89.1,0.42,88.6,True,2.4,1.54,39.8,4.2,C 基底修復,True,8:49,264.6,跌,259.0,24,False,7.0,-0.6144,-0.8152,-1.5696,True,False,-4.89,-2.04,174.37,-3.07,-1.28,329.1,OHLC,—,LH/LL,DT,True,265,3,LYV,SubSector_R12
PSA,2026-09-21,296.67,6.17,False,309.4,-1.083,-0.95,True,91.4,0.28,91.1,True,2.08,1.35,33.6,1.8,D 趨勢弱,True,8:49,264.6,跌,341.0,26,False,7.0,-0.0123,-0.229,-2.6991,True,False,-4.29,-2.06,324.5,-9.38,-4.51,254.2,OHLC,—,LH/LL,自然反彈,True,265,3,PSA,SubSector_R12
PYPL,2026-09-21,52.62,1.57,False,56.35,-0.168,-0.61,True,77.5,0.65,76.8,True,2.98,3.24,33.9,-0.4,D 趨勢弱,True,8:49,264.6,跌,268.0,33,False,7.0,-0.3136,-0.3789,-1.4183,True,False,-7.09,-2.38,54.6,-3.76,-1.26,691.1,OHLC,—,LH/LL,DT,True,265,3,PYPL,SubSector_R12
STZ,2026-09-21,118.39,3.2,False,127.93,-0.605,-0.76,True,85.8,0.3,85.5,True,2.7,1.92,3.3,-0.8,D 趨勢弱,True,8:49,264.6,跌,149.0,16,False,7.0,-0.6749,-0.615,-1.2279,False,False,-8.06,-2.98,125.0,-5.58,-2.07,281.8,OHLC,↓,LH/LL,DT,False,265,3,STZ,SubSector_R12
UHAL,2026-09-21,63.43,1.5,False,68.36,-0.469,-1.36,True,89.4,0.23,89.2,True,2.37,1.5,40.4,-0.7,D 趨勢弱,True,8:49,264.6,跌,367.0,41,False,7.0,-0.1196,-0.1748,-0.8864,True,False,-7.77,-3.28,76.45,-20.53,-8.66,9.4,OHLC,↓,LH/LL,DT,False,265,3,UHAL,Combined_R22
CLH,2026-09-21,311.43,6.73,True,317.56,0.093,0.17,False,90.7,-0.31,91.0,True,2.16,1.43,64.7,-10.6,C 基底修復,False,4:38,139.1,跌,27.0,3,False,7.0,-0.8522,-0.4617,-1.5098,False,True,-1.97,-0.91,325.92,-4.65,-2.15,116.2,OHLC,—,LH/LL,自然回檔,False,265,3,CLH,SubSector_R12+10MA_R20
UBSI,2026-09-21,46.76,0.78,False,47.59,-0.046,-0.44,True,94.4,0.01,94.4,True,1.66,1.01,50.8,-6.8,C 基底修復,False,4:21,130.6,跌,23.0,3,False,7.0,-0.0514,-0.0269,-0.2587,False,True,-1.78,-1.07,46.48,0.6,0.36,48.0,OHLC,—,HH/HL,自然回檔,True,265,3,UBSI,Combined_R22
MET,2026-09-21,96.64,1.75,False,96.49,-0.067,-0.02,True,92.6,0.11,92.4,True,1.81,1.34,80.0,-1.8,A 待突破,False,4:20,130.0,跌,22.0,2,False,7.0,-0.0759,-0.0229,-0.7013,False,True,0.15,0.08,95.5,1.18,0.65,284.1,OHLC,—,HH/HL,UT,True,265,3,MET,SubSector_R12+Combined_R22
HGTY,2026-09-21,13.59,0.47,True,13.22,0.003,0.25,False,78.8,-0.35,79.1,True,3.46,2.51,63.5,3.9,A 待突破,False,3:29,104.7,跌,8.0,1,False,7.0,-0.0119,0.0155,-0.1162,False,True,2.71,0.78,13.9,-2.28,-0.66,8.3,OHLC,—,LH/LL,自然回檔,False,265,3,HGTY,10MA_R20
ISRG,2026-09-21,401.65,11.93,True,380.34,0.842,0.24,True,78.1,0.22,77.9,True,2.97,3.13,27.7,-6.2,D 趨勢弱,False,12:47,23.7,升,63.0,6,False,7.0,4.0488,3.1207,,False,False,5.3,1.79,,,,951.3,OHLC,—,LH/LL,UT,False,265,3,ISRG,AI_R13+SubSector_R12+Combined_R22
BJ,2026-09-21,92.31,2.37,False,93.06,-0.086,-0.19,True,86.7,0.56,86.2,True,2.56,1.86,37.8,4.3,D 趨勢弱,False,12:28,14.1,升,58.0,6,False,7.0,0.124,0.1683,,False,True,-0.82,-0.32,90.49,1.97,0.77,149.4,OHLC,↑,HH/HL,自然回檔,False,265,3,BJ,SubSector_R12
