ticker,name,n_hit,hits,detail,avoid,c1_grade,c1_up,c1_sure,ss_rank,ss_score,ss_name,ai_group,ai_rank,ai_tf5,ma_rank,ma_tf,ma_vcp,ma_flag,rh,catalyst,score,miss,close,volidx,volidx_slope,grav_slope,clock,c5_cat,dist_grav_pct,turnover20_m,bars,hist_ok,vcp,vcp_grade,struct,four_17,close_17,chg1d_pct,clock_17,lists
TMO,Thermo Fisher Scientific Inc,3,chat2 SubSector R12 ｜ chat3 10MA R20 ｜ chat3 加息 R2,#1 診斷與生命科學工具（5 日分 100，斜率 +0.24） ｜ 總表 #62（通過 1 個時間框，VCP 分 40.0） ｜ 加息／地緣政治 3 日清單：受惠,,,,,1.0,100.0,診斷與生命科學工具,,,,62.0,1.0,40.0,,受惠,7/23 Q2勝預期兼上調全年指引 → 單日+8.7%,3,④⑤⑥,658.76,88.2,0.46,2.652,10:32,已中斷,5.6,1360.4,265,True,71.5,A 待突破,LH/LL,False,665.3,0.99,11:17,SubSector_R12+10MA_R20+RateHike_R2_受惠
TSM,Taiwan Semiconductor (ADR),3,chat1 Combined R22 ｜ chat2 SubSector R12 ｜ chat3 加息 R2,VCP B（線上 2/3） ｜ #9 晶圓代工/IDM（5 日分 93，斜率 +0.44） ｜ 加息／地緣政治 3 日清單：受惠,,B/2B/nan,86.9,21.7,9.0,92.7,晶圓代工/IDM,,,,,,,,受惠,,3,④⑤⑥,445.14,84.0,0.22,0.78,10:15,已中斷,4.86,4384.3,265,True,72.5,B 上升結構,HH/HL,False,446.57,0.32,11:30,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_受惠
PANW,"Palo Alto Networks, Inc.",3,chat1 Combined R22 ｜ chat2 SubSector R12 ｜ chat2 AI Sector R13,VCP B（線上 2/3） ｜ #5 網絡安全（5 日分 96，斜率 +0.18） ｜ D8 安全 / 防火牆 Security / Firewall #7（群組 5 日分 81，個股強度 +0.220）,,B/2B/nan,87.4,30.7,5.0,96.4,網絡安全,D8 安全 / 防火牆 Security / Firewall,7.0,0.2198,,,,,,🔥 資安板塊全線急升，+13.1%,3,③④⑤,371.76,63.1,0.78,0.109,11:00,已中斷,3.02,2618.4,265,True,68.1,B 上升結構,LH/LL,False,393.3,5.79,11:48,AI_R13+SubSector_R12+Combined_R22
AAPL,,2,chat2 SubSector R12 ｜ chat2 AI Sector R13,"#3 電子硬件與EMS/連接器（5 日分 98，斜率 +0.04） ｜ A4 運算 IP / SoC / Edge 裝置 Compute IP, SoC & Edge #6（群組 5 日分 84，個股強度 +0.327）",,,,,3.0,98.2,電子硬件與EMS/連接器,"A4 運算 IP / SoC / Edge 裝置 Compute IP, SoC & Edge",6.0,0.3271,,,,,,,3,④⑤⑥,338.98,88.9,1.05,0.661,2:49,—,5.88,14538.6,265,True,62.5,E 延伸,HH/HL,False,337.02,-0.58,2:49,AI_R13+SubSector_R12
UNM,Unum Group,2,chat1 Combined R22 ｜ chat3 10MA R20,VCP A、Weinstein 2A（線上 2/3） ｜ 總表 #70（通過 1 個時間框，VCP 分 51.1）,,A/2A/nan,85.0,55.5,,,,,,,70.0,1.0,51.1,,,無個股催化，回購+資本回報撐反彈,3,②④⑤,93.56,88.5,-0.41,0.128,3:37,—,0.38,179.6,265,True,58.6,B 上升結構,HH/HL,False,94.46,0.96,4:52,Combined_R22+10MA_R20
GILD,Gilead,2,chat1 Combined R22 ｜ chat2 SubSector R12,VCP A（線上 2/3） ｜ #19 大型生物科技（5 日分 84，斜率 +0.44）,,A/1→2/nan,74.5,31.7,19.0,83.6,大型生物科技,,,,,,,,,,3,②⑤⑥,150.56,88.1,-0.01,0.753,8:13,第 6 根,3.39,884.1,265,True,63.2,A 待突破,HH/HL,False,151.37,0.54,8:49,SubSector_R12+Combined_R22
VRTX,Vertex Pharma,2,chat1 Combined R22 ｜ chat2 SubSector R12,VCP A（線上 2/3） ｜ #19 大型生物科技（5 日分 84，斜率 +0.44）,,A/1→2/nan,78.2,28.3,19.0,83.6,大型生物科技,,,,,,,,,,3,②⑤⑥,510.72,87.7,-0.01,0.566,8:49,第 4 根,-3.92,502.7,265,True,55.1,C 基底修復,HH/HL,False,516.34,1.1,8:49,SubSector_R12+Combined_R22
LLY,Eli Lilly,2,chat1 Combined R22 ｜ chat2 SubSector R12,Weinstein 2A（線上 1/3） ｜ #18 大型藥廠（5 日分 85，斜率 +0.31）,,C/2A/nan,69.8,10.0,18.0,84.5,大型藥廠,,,,,,,,,,3,①②⑤,1164.89,85.6,-0.09,-0.81,9:35,已中斷,-1.7,2764.4,265,True,59.2,C 基底修復,HH/HL,False,1150.99,-1.19,10:46,SubSector_R12+Combined_R22
DLR,,2,chat2 SubSector R12 ｜ chat2 AI Sector R13,#12 資料中心REIT（5 日分 90，斜率 +0.23） ｜ G2 數據中心 REIT + 中國算力 #8（群組 5 日分 78，個股強度 +0.266）,,,,,12.0,90.0,資料中心REIT,G2 數據中心 REIT + 中國算力,8.0,0.2656,,,,,,,3,①②⑤,186.33,84.1,-0.04,-0.299,8:49,第 4 根,-1.12,401.6,265,True,48.1,C 基底修復,LH/LL,False,181.45,-2.62,8:49,AI_R13+SubSector_R12
CDNS,,2,chat2 SubSector R12 ｜ chat3 加息 R2,#23 EDA與半導體IP（5 日分 80，斜率 +0.28） ｜ 加息／地緣政治 3 日清單：受惠,,,,,23.0,80.0,EDA與半導體IP,,,,,,,,受惠,,3,①⑤⑥,294.9,78.4,0.06,-1.5,9:36,已中斷,-4.23,763.4,265,True,9.8,D 趨勢弱,LH/LL,False,309.09,4.81,10:49,AI_R13+SubSector_R12+Combined_R22+RateHike_R2_受惠
PLTR,Palantir Technologies Inc.,2,chat1 Combined R22 ｜ chat2 SubSector R12,VCP B（線上 2/3） ｜ #4 資料/分析平台（5 日分 97，斜率 +0.29）,,B/2B/nan,86.3,25.9,4.0,97.3,資料/分析平台,,,,,,,,,,3,③⑤⑥,183.09,66.0,1.02,0.73,8:49,第 6 根,4.04,5108.1,265,True,62.4,B 上升結構,HH/HL,False,191.79,4.75,9:29,AI_R13+SubSector_R12+Combined_R22
CRDO,,2,chat2 SubSector R12 ｜ chat2 AI Sector R13,#22 光通訊/CPO（5 日分 81，斜率 +0.30） ｜ D3 高速互連 / SerDes / AEC #2（群組 5 日分 97，個股強度 +0.352）,,,,,22.0,80.9,光通訊/CPO,D3 高速互連 / SerDes / AEC,2.0,0.3521,,,,,,,3,①③⑤,187.27,42.0,1.55,-1.486,9:38,已中斷,-3.11,1639.3,265,True,30.9,D 趨勢弱,LH/LL,False,193.87,3.52,10:54,AI_R13+SubSector_R12+Combined_R22
GSAT,Globalstar Inc. Common Stock,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,65.7,17.1,,,,,,,,,,,,⚠ 被收購，價格封頂,3,①④⑤,83.04,97.8,0.09,-0.034,10:55,已中斷,0.83,50.1,265,True,91.0,A 待突破,HH/HL,False,82.5,-0.65,12:11,Combined_R22
FR,,1,chat2 SubSector R12,#11 工業與物流REIT（5 日分 91，斜率 +0.10）,,,,,11.0,90.9,工業與物流REIT,,,,,,,,,,3,①④⑤,62.0,94.4,0.08,-0.041,11:19,已中斷,-0.3,57.1,265,True,41.6,C 基底修復,LH/LL,False,61.07,-1.5,12:28,SubSector_R12
UBSI,United Bankshares,1,chat1 Combined R22,Weinstein 2A（線上 1/3）,,C/2A/nan,75.7,16.3,,,,,,,,,,,,,3,①④⑤,46.76,94.4,0.01,-0.046,4:21,已中斷,-1.78,48.0,265,True,50.8,C 基底修復,HH/HL,False,46.22,-1.15,5:15,Combined_R22
STAG,,1,chat2 SubSector R12,#11 工業與物流REIT（5 日分 91，斜率 +0.10）,,,,,11.0,90.9,工業與物流REIT,,,,,,,,,,3,②④⑤,37.51,94.1,-0.04,0.019,2:49,—,1.01,57.2,265,True,36.4,D 趨勢弱,HH/HL,False,36.83,-1.81,2:49,SubSector_R12
FPI,Farmland Partners Inc.,1,chat3 10MA R20,總表 #23（通過 4 個時間框，VCP 分 51.7）,,,,,,,,,,,23.0,4.0,51.7,,,無個股催化 · 隨農業／農地板塊回升,3,④⑤⑥,10.95,93.0,0.36,0.031,2:49,—,5.04,6.7,265,True,32.4,C 基底修復,HH/HL,False,10.79,-1.46,3:35,10MA_R20
MET,MetLife,1,chat1 Combined R22,VCP A、Weinstein 2A（線上 2/3）,,A/2A/nan,87.2,31.4,,,,,,,,,,,,,3,①④⑤,96.64,92.6,0.11,-0.067,4:20,已中斷,0.15,284.1,265,True,80.0,A 待突破,HH/HL,False,97.2,0.58,5:40,SubSector_R12+Combined_R22
OHI,Omega Healthcare Investors Inc.,1,chat3 10MA R20,總表 #44（通過 1 個時間框，VCP 分 66.2）,,,,,,,,,,,44.0,1.0,66.2,,,9/1 PACS接手32間佛州護理院、向Omega承租 → 單日+2.34%,3,①④⑤,46.83,92.3,0.23,-0.037,2:49,—,0.16,91.3,265,True,41.3,C 基底修復,HH/HL,False,46.17,-1.41,3:31,SubSector_R12+10MA_R20
ALRS,Alerus Financial Corporation Common Stoc,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,88.6,26.2,,,,,,,,,,,,,3,①②⑤,32.44,92.2,-0.07,-0.02,8:49,已中斷,-2.08,4.9,265,True,63.2,C 基底修復,LH/LL,False,31.77,-2.07,8:49,Combined_R22
GL,Globe Life,1,chat1 Combined R22,Weinstein 2A（線上 1/3）,,C/2A/nan,73.3,18.3,,,,,,,,,,,,,3,①④⑤,172.16,91.2,0.06,-0.414,11:27,已中斷,-1.67,67.9,265,True,61.7,C 基底修復,LH/LL,False,168.75,-1.98,3:23,Combined_R22
REFI,Chicago Atlantic Real Estate Finance Inc.,1,chat3 10MA R20,總表 #33（通過 2 個時間框，VCP 分 62.7）,,,,,,,,,,,33.0,2.0,62.7,,,無個股催化 · 隨大市／板塊回升,3,②④⑤,10.8,91.1,-0.66,0.031,3:41,已中斷,0.36,2.3,265,True,26.3,D 趨勢弱,HH/HL,False,10.69,-1.02,5:02,10MA_R20
TRST,TrustCo Bank Corp NY Common Stock,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,79.2,22.1,,,,,,,,,,,,,3,②④⑤,56.34,90.8,-0.04,0.035,4:52,已中斷,-1.36,9.1,265,True,61.2,C 基底修復,LH/LL,False,55.54,-1.42,6:07,Combined_R22
CLH,Clean Harbors Inc.,1,chat3 10MA R20,總表 #29（通過 2 個時間框，VCP 分 85.6）,,,,,,,,,,,29.0,2.0,85.6,已跌穿底,,7/29 Q2 EPS $3.22、EBITDA利潤率23.6%創新高 → 單日升7.5%,3,②④⑤,311.43,90.7,-0.31,0.093,4:38,已中斷,-1.97,116.2,265,True,64.7,C 基底修復,LH/LL,False,313.15,0.55,5:44,SubSector_R12+10MA_R20
CVX,Chevron,1,chat1 Combined R22,VCP A（線上 2/3）,⚠ 加息清單「迴避」,A/1→2/nan,78.3,32.5,,,,,,,,,,,,,3,②④⑤,203.67,89.6,-0.76,0.473,5:36,已中斷,-1.41,2006.7,265,True,58.1,A 待突破,LH/LL,False,205.51,0.9,6:54,SubSector_R12+Combined_R22+RateHike_R2_迴避
AGM,Federal Agricultural Mortgage Corporation,1,chat3 10MA R20,總表 #81（通過 1 個時間框，VCP 分 74.6）,,,,,,,,,,,81.0,1.0,74.6,已跌穿底,,7/30 Q2核心盈利創新高 → 翌日+3.3%,3,①②⑤,218.97,88.7,-0.09,-0.44,8:49,已中斷,-2.59,24.2,265,True,55.2,C 基底修復,HH/HL,False,217.17,-0.82,8:49,10MA_R20
XOM,ExxonMobil,1,chat1 Combined R22,VCP A（線上 2/3）,⚠ 加息清單「迴避」,A/1→2/nan,77.0,29.8,,,,,,,,,,,,⚠ 9/16 -3.5%，綜合油企同步下挫,3,②④⑤,158.3,88.6,-1.05,0.296,4:25,已中斷,-2.52,2355.7,265,True,54.6,A 待突破,LH/LL,False,161.23,1.85,5:21,SubSector_R12+Combined_R22+RateHike_R2_迴避
GOOGL,,1,chat2 SubSector R12,#8 大型網絡平台與數位廣告（5 日分 94，斜率 +0.02）,,,,,8.0,93.6,大型網絡平台與數位廣告,,,,,,,,,,3,④⑤⑥,354.97,86.0,0.13,0.105,12:02,已中斷,3.22,9192.0,265,True,56.4,B 上升結構,HH/HL,False,337.83,-4.83,1:03,AI_R13+SubSector_R12+Combined_R22
SU,Suncor Energy  Inc. Common Stock,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,81.8,23.8,,,,,,,,,,,,⚠ 9/16 -4.1%,3,②④⑤,67.24,85.5,-0.91,0.296,4:10,已中斷,0.16,312.5,265,True,62.0,A 待突破,HH/HL,False,67.98,1.1,5:20,Combined_R22
CNQ,Canadian Natural Resources Limited Commo,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,79.2,25.7,,,,,,,,,,,,,3,②⑤⑥,48.28,85.4,-0.78,0.079,8:42,已中斷,-3.45,350.3,265,True,55.4,A 待突破,LH/LL,False,47.64,-1.33,8:49,Combined_R22
SAIC,Science Applications International Corporation,1,chat3 10MA R20,總表 #11（通過 4 個時間框，VCP 分 65.4）,,,,,,,,,,,11.0,4.0,65.4,,,8/31 Q2大勝兼上調指引 → 當日只收+1.8%,3,④⑤⑥,133.35,85.4,0.6,0.193,11:07,已中斷,3.4,71.9,265,True,69.8,A 待突破,LH/LL,False,132.96,-0.29,4:08,10MA_R20
MEDP,Medpace Holdings Inc. Common Stock,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,88.7,29.6,,,,,,,,,,,,,3,④⑤⑥,624.2,84.5,0.28,0.85,10:19,已中斷,3.55,136.8,265,True,83.1,A 待突破,LH/LL,False,617.15,-1.13,10:58,Combined_R22
TEL,,1,chat2 SubSector R12,#3 電子硬件與EMS/連接器（5 日分 98，斜率 +0.04）,,,,,3.0,98.2,電子硬件與EMS/連接器,,,,,,,,,,3,①④⑤,210.01,84.4,0.33,-0.307,10:07,已中斷,1.63,438.7,265,True,37.3,D 趨勢弱,LH/LL,False,214.39,2.09,11:14,AI_R13+SubSector_R12
EFSI,Eagle Financial Services Inc,1,chat3 10MA R20,總表 #80（通過 2 個時間框，VCP 分 18.0）,,,,,,,,,,,80.0,2.0,18.0,換股釘價 · 距作價+0.8%,,9/8 全股票被併購（2股JMSB）→ 單日+10.4%,3,④⑤⑥,45.68,83.6,0.51,0.114,1:23,已中斷,4.16,2.3,265,True,61.4,B 上升結構,HH/HL,False,45.36,-0.7,2:16,10MA_R20
ADM,Archer-Daniels-Midland Company,1,chat3 10MA R20,總表 #37（通過 2 個時間框，VCP 分 54.4）,,,,,,,,,,,37.0,2.0,54.4,,,8/4 Q2勝預期、上調全年指引 → 事件日+2.3%,3,②④⑤,83.38,83.4,-0.67,0.196,3:30,—,0.44,333.1,265,True,63.6,B 上升結構,HH/HL,False,82.15,-1.48,4:29,SubSector_R12+10MA_R20
EQNR,Equinor ASA,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,84.1,33.5,,,,,,,,,,,,⚠ 9/16 -3.4%,3,②④⑤,42.49,82.6,-1.22,0.123,4:58,已中斷,-1.12,131.6,265,True,62.6,A 待突破,HH/HL,False,42.9,0.96,6:17,Combined_R22
BFH,Bread Financial Holdings Inc. Common Sto,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,85.5,29.4,,,,,,,,,,,,,3,①④⑤,108.0,82.4,0.31,-0.005,10:51,已中斷,0.23,54.4,265,True,73.3,A 待突破,HH/HL,False,99.19,-8.16,4:01,Combined_R22
OSPN,OneSpan Inc.,1,chat3 10MA R20,總表 #52（通過 3 個時間框，VCP 分 26.4）,,,,,,,,,,,52.0,3.0,26.4,,,8/4 Q2訂閱收入升11%、上調全年指引至$2.52億 → 網安板塊重估,3,④⑤⑥,17.6,82.3,0.64,0.029,11:14,已中斷,4.86,8.8,265,True,56.7,E 延伸,HH/HL,False,18.01,2.33,11:52,10MA_R20
GNK,Genco Shipping & Trading Limited Ordinar,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,75.9,24.5,,,,,,,,,,,,,3,④⑤⑥,27.83,81.6,0.26,0.057,2:49,已中斷,3.84,21.5,265,True,68.3,A 待突破,HH/HL,False,26.44,-4.99,5:17,Combined_R22
COKE,Coca-Cola Consolidated Inc.,1,chat3 10MA R20,總表 #45（通過 3 個時間框，VCP 分 42.7）,,,,,,,,,,,45.0,3.0,42.7,,,8/5 Q2收入20.5億、EPS $2.39 → 事件日+2.1%,3,②④⑤,189.9,81.3,-0.01,0.02,4:16,已中斷,-1.25,107.5,265,True,58.3,B 上升結構,LH/LL,False,187.49,-1.27,6:47,10MA_R20
AMPH,Amphastar Pharmaceuticals Inc.,1,chat3 10MA R20,總表 #18（通過 4 個時間框，VCP 分 55.4）,,,,,,,,,,,18.0,4.0,55.4,,,無個股催化，業績後遭降級仍緩升26.3%,3,②⑤⑥,24.48,81.3,-1.57,0.188,9:20,—,8.2,11.5,265,True,37.2,C 基底修復,HH/HL,False,24.96,1.96,9:59,10MA_R20
TIGO,Millicom International Cellular S.A. Com,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,70.4,31.5,,,,,,,,,,,,,3,①④⑤,95.11,80.6,0.41,-0.316,3:36,—,1.28,76.5,265,True,75.8,A 待突破,HH/HL,False,91.9,-3.38,4:49,Combined_R22
GEO,Geo Group Inc (The) REIT,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,73.3,29.3,,,,,,,,,,,,,3,①②⑤,30.25,79.1,-2.69,-0.011,8:49,已中斷,-3.92,65.5,265,True,54.5,C 基底修復,LH/LL,False,30.62,1.22,8:49,Combined_R22
INSW,International Seaways Inc.,1,chat3 10MA R20,總表 #34（通過 4 個時間框，VCP 分 44.7）,,,,,,,,,,,34.0,4.0,44.7,,,8/27 油輪運價續強、Q2 EPS $5.91超預期12% → 單日升6.0%,3,④⑤⑥,109.1,78.9,0.13,0.627,1:05,已中斷,6.54,81.5,265,True,69.1,E 延伸,HH/HL,False,101.96,-6.54,4:13,Combined_R22+10MA_R20
REPX,Riley Exploration Permian Inc.,1,chat3 10MA R20,總表 #51（通過 3 個時間框，VCP 分 26.3）,,,,,,,,,,,51.0,3.0,26.3,,,8/6 Q2產量+41%兼上調指引，油價助攻,3,②④⑤,40.62,78.8,-4.11,0.12,3:28,—,-1.11,16.4,265,True,55.1,B 上升結構,HH/HL,False,41.07,1.11,4:25,10MA_R20
HGTY,Hagerty Inc. Class A,1,chat3 10MA R20,總表 #12（通過 3 個時間框，VCP 分 67.4）,,,,,,,,,,,12.0,3.0,67.4,,,8/5 Q2勝預期、全年指引由蝕轉賺 → 單日急升15.4%,3,②④⑤,13.59,78.7,-0.34,0.003,3:29,已中斷,2.71,8.3,265,True,63.5,A 待突破,LH/LL,False,13.7,0.81,4:28,10MA_R20
CNC,Centene Corporation Common Stock,1,chat1 Combined R22,Pre-breakout A（線上 1/3）,,nan/nan/A,76.1,30.0,,,,,,,,,,,,,3,①④⑤,64.99,78.6,0.95,-0.016,3:53,已中斷,-1.37,306.6,265,True,64.9,C 基底修復,HH/HL,False,62.08,-4.48,4:47,SubSector_R12+Combined_R22
DT,Dynatrace Inc.,1,chat3 10MA R20,總表 #31（通過 3 個時間框，VCP 分 53.3）,,,,,,,,,,,31.0,3.0,53.3,,,8/5 Q1 ARR破20億兼上調指引 → 單日+11.3%,3,④⑤⑥,56.4,78.1,0.64,0.26,10:41,已中斷,8.35,377.6,265,True,56.6,E 延伸,HH/HL,False,58.51,3.74,11:32,10MA_R20
ISRG,,1,chat2 AI Sector R13,G4 機器人 / 物理 AI Physical AI #9（群組 5 日分 75，個股強度 +0.434）,,,,,,,,G4 機器人 / 物理 AI Physical AI,9.0,0.4345,,,,,,,3,④⑤⑥,401.65,78.1,0.22,0.842,12:47,已中斷,5.3,951.3,265,True,27.7,D 趨勢弱,LH/LL,False,398.3,-0.83,2:03,AI_R13+SubSector_R12+Combined_R22
SLDE,Slide Insurance Holdings Inc.,1,chat3 10MA R20,總表 #39（通過 4 個時間框，VCP 分 27.1）,,,,,,,,,,,39.0,4.0,27.1,,,7/28 Q2純利升92%、EPS $1.06勝預期兼首次派息 → 大行升目標價至$26-28,3,②④⑤,24.22,78.1,-0.81,0.069,3:41,—,0.62,35.5,265,True,63.3,B 上升結構,HH/HL,False,22.96,-5.2,4:22,Combined_R22+10MA_R20
AVTR,Avantor Inc.,1,chat3 10MA R20,總表 #6（通過 4 個時間框，VCP 分 72.5）,,,,,,,,,,,6.0,4.0,72.5,,,7/29 Q2勝預期、VWR轉增長 → 上調指引,3,②④⑤,15.1,78.0,-0.69,0.058,4:10,已中斷,2.75,121.3,265,True,67.9,A 待突破,HH/HL,False,14.76,-2.25,5:20,10MA_R20
URBN,Urban Outfitters,1,chat1 Combined R22,Weinstein 2A（線上 1/3）,,C/2A/nan,76.2,27.9,,,,,,,,,,,,,3,①⑤⑥,74.21,77.4,0.48,-0.033,8:49,已中斷,-4.89,99.0,265,True,40.3,C 基底修復,LH/LL,False,74.82,0.82,8:49,Combined_R22
ATRC,AtriCure Inc.,1,chat3 10MA R20,總表 #20（通過 4 個時間框，VCP 分 35.6）,,,,,,,,,,,20.0,4.0,35.6,,,7/30 Q2 EPS $0.18轉盈勝預期兼上調指引 → BTIG目標價升至$55,3,④⑤⑥,58.32,77.2,0.01,0.341,12:03,—,9.04,83.0,265,True,60.1,E 延伸,HH/HL,False,59.96,2.81,12:31,10MA_R20
QRVO,Qorvo Inc.,1,chat3 10MA R20,總表 #57（通過 4 個時間框，VCP 分 7.8）,,,,,,,,,,,57.0,4.0,7.8,換股釘價 · 距作價+0.5%,,8/4 HSR清關+Q1勝預期 → 單日+6.2%,3,④⑤⑥,117.21,75.5,0.56,0.546,2:49,已中斷,10.23,162.5,265,True,56.9,E 延伸,LH/LL,False,119.59,2.03,2:49,10MA_R20
NTAP,,1,chat2 AI Sector R13,C4 儲存系統 Storage Systems #3（群組 5 日分 94，個股強度 +0.348）,,,,,,,,C4 儲存系統 Storage Systems,3.0,0.3484,,,,,,,3,③④⑤,198.15,74.4,0.56,0.189,10:16,已中斷,3.01,506.8,265,True,75.3,A 待突破,LH/LL,False,196.33,-0.92,11:07,AI_R13
APPF,AppFolio Inc. Class A,1,chat3 10MA R20,總表 #85（通過 1 個時間框，VCP 分 49.7）,,,,,,,,,,,85.0,1.0,49.7,,,7/23 Q2收入增19%、TTM首破10億美元兼上調全年指引 → 扭轉七月跌勢,3,②③⑤,209.84,73.1,-0.27,0.514,8:48,已中斷,-2.41,67.4,265,True,56.1,C 基底修復,HH/HL,True,210.01,0.08,8:49,10MA_R20
CRCT,Cricut Inc. Class A,1,chat3 10MA R20,總表 #50（通過 1 個時間框，VCP 分 80.4）,,,,,,,,,,,50.0,1.0,80.4,,,8/4 Q2 EPS $0.19遠勝預期$0.04、毛利率74.5% → 翌日8/5升22.87%,3,①③⑤,5.65,72.6,0.26,-0.013,8:49,第 7 根,-0.63,3.9,265,True,62.6,B 上升結構,LH/LL,False,5.89,4.25,8:49,10MA_R20
EPAM,EPAM Systems Inc.,1,chat3 10MA R20,總表 #47（通過 1 個時間框，VCP 分 69.6）,,,,,,,,,,,47.0,1.0,69.6,,,未有可考日期：AI業務重估、成OpenAI夥伴兼回購,3,③④⑤,113.13,68.5,0.09,0.773,4:38,已中斷,1.62,127.5,265,True,34.0,D 趨勢弱,HH/HL,False,110.06,-2.71,5:27,SubSector_R12+10MA_R20
HBM,,1,chat2 SubSector R12,#25 銅與基本金屬（5 日分 78，斜率 +0.44）,,,,,25.0,78.2,銅與基本金屬,,,,,,,,,,3,①②③,26.65,64.2,-0.21,-0.027,8:44,第 3 根,-4.15,102.8,265,True,74.2,B 上升結構,LH/LL,False,26.79,0.53,8:49,SubSector_R12
CDNA,CareDx Inc.,1,chat3 10MA R20,總表 #7（通過 4 個時間框，VCP 分 77.1）,,,,,,,,,,,7.0,4.0,77.1,,,7/16 Medicare LCD確認覆蓋AlloSure → 單日飆35.6%,3,③⑤⑥,54.33,63.8,0.72,0.22,8:49,第 7 根,8.63,59.5,265,True,75.0,E 延伸,HH/HL,False,54.31,-0.04,10:06,10MA_R20
SGP,SpyGlass Pharma Inc.,1,chat3 10MA R20,總表 #42（通過 3 個時間框，VCP 分 38.4）,,,,,,,,,,,42.0,3.0,38.4,,,8/14 Raymond James首覆蓋跑贏大市，目標$39,3,②③⑤,27.96,59.8,-2.42,0.101,8:49,已中斷,1.14,3.8,156,False,51.4,B 上升結構,HH/HL,False,28.16,0.72,8:49,10MA_R20
MOD,,1,chat2 SubSector R12,#10 AI資料中心建設（5 日分 92，斜率 +0.00）,,,,,10.0,91.8,AI資料中心建設,,,,,,,,,,3,③④⑤,197.62,59.4,0.67,0.172,2:49,已中斷,3.18,243.3,265,True,29.0,D 趨勢弱,HH/HL,False,193.11,-2.28,2:49,AI_R13+SubSector_R12+Combined_R22
PBF,PBF Energy,1,chat1 Combined R22,VCP B（線上 2/3）,,B/2B/nan,66.6,82.2,,,,,,,,,,,,🔥 煉油毛利擴張，9/15 +6.1%（9/16 隨油價回吐）,3,②③⑤,72.48,56.1,-2.9,0.39,7:18,已中斷,-1.31,267.0,265,True,70.7,B 上升結構,HH/HL,False,70.47,-2.77,8:44,Combined_R22+10MA_R20_跌出
NKTX,Nkarta Inc.,1,chat3 10MA R20,總表 #89（通過 2 個時間框，VCP 分 19.5）,,,,,,,,,,,89.0,2.0,19.5,,,8/10 FDA准門診給藥 → 生技反彈帶動,3,③④⑤,2.88,54.1,1.45,0.014,4:26,—,5.55,1.6,265,True,43.5,E 延伸,HH/HL,False,2.76,-4.17,5:24,SubSector_R12+10MA_R20
IONQ,,1,chat2 SubSector R12,#15 量子運算（5 日分 87，斜率 +0.38）,⚠ 加息清單「迴避」,,,,15.0,87.3,量子運算,,,,,,,,,,3,①③⑤,40.51,52.3,1.66,-0.137,9:56,已中斷,-1.08,762.9,265,True,33.5,D 趨勢弱,LH/LL,False,42.54,5.01,10:52,SubSector_R12+RateHike_R2_迴避
LUNR,,1,chat2 SubSector R12,#7 太空與衛星（5 日分 95，斜率 +0.62）,,,,,7.0,94.5,太空與衛星,,,,,,,,,,3,①③⑤,15.72,50.1,0.85,-0.035,9:22,已中斷,-5.16,105.4,265,True,34.1,D 趨勢弱,LH/LL,False,15.24,-3.05,10:08,SubSector_R12
RDW,,1,chat2 SubSector R12,#7 太空與衛星（5 日分 95，斜率 +0.62）,,,,,7.0,94.5,太空與衛星,,,,,,,,,,3,①③⑤,11.6,50.0,1.39,-0.128,9:57,已中斷,-1.46,138.9,265,True,58.3,D 趨勢弱,HH/HL,False,11.27,-2.84,10:35,SubSector_R12+Combined_R22
NAKA,Nakamoto Inc.,1,chat3 10MA R20,總表 #40（通過 3 個時間框，VCP 分 44.2）,,,,,,,,,,,40.0,3.0,44.2,,,無個股催化 · 隨大市／板塊回升,3,③⑤⑥,10.05,49.3,0.94,0.264,9:53,已中斷,25.82,2.2,184,False,16.5,E 延伸,HH/HL,False,9.2,-8.46,10:47,10MA_R20
HYPD,Hyperion DeFi Inc.,1,chat3 10MA R20,總表 #66（通過 2 個時間框，VCP 分 22.9）,,,,,,,,,,,66.0,2.0,22.9,,,9/8 上調指引兼回購 → 單日+8.5%,3,③⑤⑥,3.85,46.9,0.44,0.028,9:44,已中斷,12.72,2.4,265,True,28.5,E 延伸,HH/HL,False,3.92,1.82,10:28,10MA_R20
